date,series,side,threshold_k,estimator,alpha_hat,ci_low,ci_high,selected_threshold,active_flag,data_vintage,run_id,config_hash,git_hash,code_version,run_timestamp
2026-03-31,SMB,right,1914,hill,2.2738280209789203,2.1719588624555524,2.3756971795022883,1345,0,2026-05-26,F18_live,57842a3cb7aabb48564faf4a8543bc8dd1adafc72dccbdea6c4b66cb3543f1b8,52af3e0,0.1.0,2026-05-26T15:14:51+00:00
2026-03-31,SMB,right,2293,hill,2.211724874362959,2.1211964114991475,2.302253337226771,1345,0,2026-05-26,F18_live,57842a3cb7aabb48564faf4a8543bc8dd1adafc72dccbdea6c4b66cb3543f1b8,52af3e0,0.1.0,2026-05-26T15:14:51+00:00
2026-03-31,SMB,right,2672,hill,2.1426842229269707,2.0614393401743936,2.223929105679548,1345,0,2026-05-26,F18_live,57842a3cb7aabb48564faf4a8543bc8dd1adafc72dccbdea6c4b66cb3543f1b8,52af3e0,0.1.0,2026-05-26T15:14:51+00:00
2026-03-31,SMB,right,1336,pot,4.6724883947105065,,,1336,1,2026-05-26,F18_live,57842a3cb7aabb48564faf4a8543bc8dd1adafc72dccbdea6c4b66cb3543f1b8,52af3e0,0.1.0,2026-05-26T15:14:51+00:00
2026-03-31,SMB,left,20,hill,4.789871910812407,2.69061798837811,6.889125833246704,1267,0,2026-05-26,F18_live,57842a3cb7aabb48564faf4a8543bc8dd1adafc72dccbdea6c4b66cb3543f1b8,52af3e0,0.1.0,2026-05-26T15:14:51+00:00
2026-03-31,SMB,left,376,hill,2.5666544870303243,2.3072188939969274,2.826090080063721,1267,0,2026-05-26,F18_live,57842a3cb7aabb48564faf4a8543bc8dd1adafc72dccbdea6c4b66cb3543f1b8,52af3e0,0.1.0,2026-05-26T15:14:51+00:00
2026-03-31,SMB,left,732,hill,2.597571301371124,2.4093936654092447,2.785748937333003,1267,0,2026-05-26,F18_live,57842a3cb7aabb48564faf4a8543bc8dd1adafc72dccbdea6c4b66cb3543f1b8,52af3e0,0.1.0,2026-05-26T15:14:51+00:00
2026-03-31,SMB,left,1089,hill,2.4805552584751163,2.3332253097899276,2.627885207160305,1267,0,2026-05-26,F18_live,57842a3cb7aabb48564faf4a8543bc8dd1adafc72dccbdea6c4b66cb3543f1b8,52af3e0,0.1.0,2026-05-26T15:14:51+00:00
2026-03-31,SMB,left,1445,hill,2.3597368104989154,2.2380661921709524,2.4814074288268784,1267,0,2026-05-26,F18_live,57842a3cb7aabb48564faf4a8543bc8dd1adafc72dccbdea6c4b66cb3543f1b8,52af3e0,0.1.0,2026-05-26T15:14:51+00:00
2026-03-31,SMB,left,1802,hill,2.1777988059060647,2.0772454815123997,2.2783521302997296,1267,0,2026-05-26,F18_live,57842a3cb7aabb48564faf4a8543bc8dd1adafc72dccbdea6c4b66cb3543f1b8,52af3e0,0.1.0,2026-05-26T15:14:51+00:00
2026-03-31,SMB,left,2158,hill,2.1519088330991782,2.0611154457035297,2.242702220494827,1267,0,2026-05-26,F18_live,57842a3cb7aabb48564faf4a8543bc8dd1adafc72dccbdea6c4b66cb3543f1b8,52af3e0,0.1.0,2026-05-26T15:14:51+00:00
2026-03-31,SMB,left,2515,hill,2.1162176141209614,2.0335096365067513,2.1989255917351715,1267,0,2026-05-26,F18_live,57842a3cb7aabb48564faf4a8543bc8dd1adafc72dccbdea6c4b66cb3543f1b8,52af3e0,0.1.0,2026-05-26T15:14:51+00:00
2026-03-31,SMB,left,1257,pot,3.314463916596006,,,1257,1,2026-05-26,F18_live,57842a3cb7aabb48564faf4a8543bc8dd1adafc72dccbdea6c4b66cb3543f1b8,52af3e0,0.1.0,2026-05-26T15:14:51+00:00
2026-03-31,HML,right,20,hill,4.075442401025284,2.2893010165980954,5.861583785452472,1322,0,2026-05-26,F18_live,57842a3cb7aabb48564faf4a8543bc8dd1adafc72dccbdea6c4b66cb3543f1b8,52af3e0,0.1.0,2026-05-26T15:14:51+00:00
2026-03-31,HML,right,392,hill,2.7663994688814517,2.4925398935330803,3.040259044229823,1322,0,2026-05-26,F18_live,57842a3cb7aabb48564faf4a8543bc8dd1adafc72dccbdea6c4b66cb3543f1b8,52af3e0,0.1.0,2026-05-26T15:14:51+00:00
2026-03-31,HML,right,764,hill,2.4126035187105805,2.241525052110325,2.583681985310836,1322,0,2026-05-26,F18_live,57842a3cb7aabb48564faf4a8543bc8dd1adafc72dccbdea6c4b66cb3543f1b8,52af3e0,0.1.0,2026-05-26T15:14:51+00:00
2026-03-31,HML,right,1136,hill,2.197266082691897,2.069490003521497,2.3250421618622967,1322,0,2026-05-26,F18_live,57842a3cb7aabb48564faf4a8543bc8dd1adafc72dccbdea6c4b66cb3543f1b8,52af3e0,0.1.0,2026-05-26T15:14:51+00:00
2026-03-31,HML,right,1508,hill,2.086365395525742,1.9810611765251318,2.1916696145263526,1322,0,2026-05-26,F18_live,57842a3cb7aabb48564faf4a8543bc8dd1adafc72dccbdea6c4b66cb3543f1b8,52af3e0,0.1.0,2026-05-26T15:14:51+00:00
2026-03-31,HML,right,1880,hill,1.9987612601972398,1.9084091978406161,2.0891133225538634,1322,0,2026-05-26,F18_live,57842a3cb7aabb48564faf4a8543bc8dd1adafc72dccbdea6c4b66cb3543f1b8,52af3e0,0.1.0,2026-05-26T15:14:51+00:00
2026-03-31,HML,right,2252,hill,1.9611654477516889,1.8801652439837473,2.0421656515196305,1322,0,2026-05-26,F18_live,57842a3cb7aabb48564faf4a8543bc8dd1adafc72dccbdea6c4b66cb3543f1b8,52af3e0,0.1.0,2026-05-26T15:14:51+00:00
2026-03-31,HML,right,2625,hill,1.903276747444176,1.830466357110633,1.9760871377777192,1322,0,2026-05-26,F18_live,57842a3cb7aabb48564faf4a8543bc8dd1adafc72dccbdea6c4b66cb3543f1b8,52af3e0,0.1.0,2026-05-26T15:14:51+00:00
2026-03-31,HML,right,1312,pot,5.028587357142878,,,1312,1,2026-05-26,F18_live,57842a3cb7aabb48564faf4a8543bc8dd1adafc72dccbdea6c4b66cb3543f1b8,52af3e0,0.1.0,2026-05-26T15:14:51+00:00
2026-03-31,HML,left,20,hill,6.9846218518157945,3.9234763572888416,10.045767346342748,1288,0,2026-05-26,F18_live,57842a3cb7aabb48564faf4a8543bc8dd1adafc72dccbdea6c4b66cb3543f1b8,52af3e0,0.1.0,2026-05-26T15:14:51+00:00
2026-03-31,HML,left,382,hill,2.8764484928906278,2.587991553217826,3.1649054325634296,1288,0,2026-05-26,F18_live,57842a3cb7aabb48564faf4a8543bc8dd1adafc72dccbdea6c4b66cb3543f1b8,52af3e0,0.1.0,2026-05-26T15:14:51+00:00
2026-03-31,HML,left,745,hill,2.6671084241401237,2.475586451556425,2.8586303967238225,1288,0,2026-05-26,F18_live,57842a3cb7aabb48564faf4a8543bc8dd1adafc72dccbdea6c4b66cb3543f1b8,52af3e0,0.1.0,2026-05-26T15:14:51+00:00
2026-03-31,HML,left,1107,hill,2.333525345826139,2.1960595080170005,2.470991183635278,1288,0,2026-05-26,F18_live,57842a3cb7aabb48564faf4a8543bc8dd1adafc72dccbdea6c4b66cb3543f1b8,52af3e0,0.1.0,2026-05-26T15:14:51+00:00
2026-03-31,HML,left,1470,hill,2.1960289783626945,2.0837662815801625,2.3082916751452265,1288,0,2026-05-26,F18_live,57842a3cb7aabb48564faf4a8543bc8dd1adafc72dccbdea6c4b66cb3543f1b8,52af3e0,0.1.0,2026-05-26T15:14:51+00:00
2026-03-31,HML,left,1832,hill,2.0567076848956494,1.9625261188692713,2.1508892509220274,1288,0,2026-05-26,F18_live,57842a3cb7aabb48564faf4a8543bc8dd1adafc72dccbdea6c4b66cb3543f1b8,52af3e0,0.1.0,2026-05-26T15:14:51+00:00
2026-03-31,HML,left,2195,hill,1.9878527284704808,1.9046910942170399,2.071014362723922,1288,0,2026-05-26,F18_live,57842a3cb7aabb48564faf4a8543bc8dd1adafc72dccbdea6c4b66cb3543f1b8,52af3e0,0.1.0,2026-05-26T15:14:51+00:00
2026-03-31,HML,left,2558,hill,1.9677783896153818,1.8915209906385302,2.0440357885922333,1288,0,2026-05-26,F18_live,57842a3cb7aabb48564faf4a8543bc8dd1adafc72dccbdea6c4b66cb3543f1b8,52af3e0,0.1.0,2026-05-26T15:14:51+00:00
2026-03-31,HML,left,1279,pot,6.495361894431398,,,1279,1,2026-05-26,F18_live,57842a3cb7aabb48564faf4a8543bc8dd1adafc72dccbdea6c4b66cb3543f1b8,52af3e0,0.1.0,2026-05-26T15:14:51+00:00
