date,portfolio,model,level,loss,var,es,hit,crisis_flag,data_vintage,run_id,config_hash,git_hash,code_version,run_timestamp
2020-11-09,Mkt-RF,FF,0.995,-0.004759485471227409,0.0960655431807586,0.1465953126090977,0,0,synthetic-v1,F16_default,786ddba614cca0b18e42a1f878450d559eb8ae0e389535813e5f1d8226f594e7,ff4006c,0.1.0,2026-05-26T14:42:34+00:00
2020-11-10,Mkt-RF,FF,0.99,0.004138102577759277,0.07474390921529152,0.11532834883427945,0,0,synthetic-v1,F16_default,786ddba614cca0b18e42a1f878450d559eb8ae0e389535813e5f1d8226f594e7,ff4006c,0.1.0,2026-05-26T14:42:34+00:00
2020-11-10,Mkt-RF,FF,0.995,0.004138102577759277,0.09583455382919102,0.1466957210970012,0,0,synthetic-v1,F16_default,786ddba614cca0b18e42a1f878450d559eb8ae0e389535813e5f1d8226f594e7,ff4006c,0.1.0,2026-05-26T14:42:34+00:00
2020-11-11,Mkt-RF,FF,0.99,0.004760425706602644,0.07485594476978845,0.11538400025491405,0,0,synthetic-v1,F16_default,786ddba614cca0b18e42a1f878450d559eb8ae0e389535813e5f1d8226f594e7,ff4006c,0.1.0,2026-05-26T14:42:34+00:00
2020-11-11,Mkt-RF,FF,0.995,0.004760425706602644,0.09608608237906248,0.14672343751288103,0,0,synthetic-v1,F16_default,786ddba614cca0b18e42a1f878450d559eb8ae0e389535813e5f1d8226f594e7,ff4006c,0.1.0,2026-05-26T14:42:34+00:00
2020-11-12,Mkt-RF,FF,0.99,-0.003583527951984809,0.0745769563600211,0.11517406280009954,0,0,synthetic-v1,F16_default,786ddba614cca0b18e42a1f878450d559eb8ae0e389535813e5f1d8226f594e7,ff4006c,0.1.0,2026-05-26T14:42:34+00:00
2020-11-12,Mkt-RF,FF,0.995,-0.003583527951984809,0.09593369203639242,0.14649719240062306,0,0,synthetic-v1,F16_default,786ddba614cca0b18e42a1f878450d559eb8ae0e389535813e5f1d8226f594e7,ff4006c,0.1.0,2026-05-26T14:42:34+00:00
2020-11-13,Mkt-RF,FF,0.99,-0.023736472012030285,0.07447517789152414,0.11494929524400158,0,0,synthetic-v1,F16_default,786ddba614cca0b18e42a1f878450d559eb8ae0e389535813e5f1d8226f594e7,ff4006c,0.1.0,2026-05-26T14:42:34+00:00
2020-11-13,Mkt-RF,FF,0.995,-0.023736472012030285,0.09565202497624126,0.14633327255930645,0,0,synthetic-v1,F16_default,786ddba614cca0b18e42a1f878450d559eb8ae0e389535813e5f1d8226f594e7,ff4006c,0.1.0,2026-05-26T14:42:34+00:00
2020-11-16,Mkt-RF,FF,0.99,0.0071346560655898015,0.07452146917599364,0.1150250730196963,0,0,synthetic-v1,F16_default,786ddba614cca0b18e42a1f878450d559eb8ae0e389535813e5f1d8226f594e7,ff4006c,0.1.0,2026-05-26T14:42:34+00:00
2020-11-16,Mkt-RF,FF,0.995,0.0071346560655898015,0.09554804128065138,0.14647728425708692,0,0,synthetic-v1,F16_default,786ddba614cca0b18e42a1f878450d559eb8ae0e389535813e5f1d8226f594e7,ff4006c,0.1.0,2026-05-26T14:42:34+00:00
2020-11-17,Mkt-RF,FF,0.99,-0.01285560408464295,0.0746586571187041,0.11515212103335712,0,0,synthetic-v1,F16_default,786ddba614cca0b18e42a1f878450d559eb8ae0e389535813e5f1d8226f594e7,ff4006c,0.1.0,2026-05-26T14:42:34+00:00
2020-11-17,Mkt-RF,FF,0.995,-0.01285560408464295,0.09562387974573977,0.14650866437523946,0,0,synthetic-v1,F16_default,786ddba614cca0b18e42a1f878450d559eb8ae0e389535813e5f1d8226f594e7,ff4006c,0.1.0,2026-05-26T14:42:34+00:00
2020-11-18,Mkt-RF,FF,0.99,-0.0008369883676877015,0.07380425542104459,0.11327251751041709,0,0,synthetic-v1,F16_default,786ddba614cca0b18e42a1f878450d559eb8ae0e389535813e5f1d8226f594e7,ff4006c,0.1.0,2026-05-26T14:42:34+00:00
2020-11-18,Mkt-RF,FF,0.995,-0.0008369883676877015,0.09420378729267938,0.143817038020615,0,0,synthetic-v1,F16_default,786ddba614cca0b18e42a1f878450d559eb8ae0e389535813e5f1d8226f594e7,ff4006c,0.1.0,2026-05-26T14:42:34+00:00
2020-11-19,Mkt-RF,FF,0.99,0.0003096452773927814,0.07374708987756828,0.11323155753223813,0,0,synthetic-v1,F16_default,786ddba614cca0b18e42a1f878450d559eb8ae0e389535813e5f1d8226f594e7,ff4006c,0.1.0,2026-05-26T14:42:34+00:00
2020-11-19,Mkt-RF,FF,0.995,0.0003096452773927814,0.09432462963353132,0.1438660706181873,0,0,synthetic-v1,F16_default,786ddba614cca0b18e42a1f878450d559eb8ae0e389535813e5f1d8226f594e7,ff4006c,0.1.0,2026-05-26T14:42:34+00:00
2020-11-20,Mkt-RF,FF,0.99,-0.008293796281066081,0.07383766358688167,0.11314320449245845,0,0,synthetic-v1,F16_default,786ddba614cca0b18e42a1f878450d559eb8ae0e389535813e5f1d8226f594e7,ff4006c,0.1.0,2026-05-26T14:42:34+00:00
2020-11-20,Mkt-RF,FF,0.995,-0.008293796281066081,0.09419894871842009,0.14369647558889848,0,0,synthetic-v1,F16_default,786ddba614cca0b18e42a1f878450d559eb8ae0e389535813e5f1d8226f594e7,ff4006c,0.1.0,2026-05-26T14:42:34+00:00
2020-11-23,Mkt-RF,FF,0.99,-0.01883992152200077,0.07363462722521343,0.11312393834454045,0,0,synthetic-v1,F16_default,786ddba614cca0b18e42a1f878450d559eb8ae0e389535813e5f1d8226f594e7,ff4006c,0.1.0,2026-05-26T14:42:34+00:00
2020-11-23,Mkt-RF,FF,0.995,-0.01883992152200077,0.09438669000687064,0.14361534832341966,0,0,synthetic-v1,F16_default,786ddba614cca0b18e42a1f878450d559eb8ae0e389535813e5f1d8226f594e7,ff4006c,0.1.0,2026-05-26T14:42:34+00:00
2020-11-24,Mkt-RF,FF,0.99,-0.008067171586357079,0.07355604956358686,0.11316720598193397,0,0,synthetic-v1,F16_default,786ddba614cca0b18e42a1f878450d559eb8ae0e389535813e5f1d8226f594e7,ff4006c,0.1.0,2026-05-26T14:42:34+00:00
2020-11-24,Mkt-RF,FF,0.995,-0.008067171586357079,0.09425849136811439,0.14368692683912243,0,0,synthetic-v1,F16_default,786ddba614cca0b18e42a1f878450d559eb8ae0e389535813e5f1d8226f594e7,ff4006c,0.1.0,2026-05-26T14:42:34+00:00
2020-11-25,Mkt-RF,FF,0.99,0.013360723220045948,0.0740159758357894,0.11318058945405104,0,0,synthetic-v1,F16_default,786ddba614cca0b18e42a1f878450d559eb8ae0e389535813e5f1d8226f594e7,ff4006c,0.1.0,2026-05-26T14:42:34+00:00
2020-11-25,Mkt-RF,FF,0.995,0.013360723220045948,0.09441946052265196,0.14379633200915404,0,0,synthetic-v1,F16_default,786ddba614cca0b18e42a1f878450d559eb8ae0e389535813e5f1d8226f594e7,ff4006c,0.1.0,2026-05-26T14:42:34+00:00
2020-11-26,Mkt-RF,FF,0.99,0.011895194484827714,0.07362009240746598,0.11308197696039769,0,0,synthetic-v1,F16_default,786ddba614cca0b18e42a1f878450d559eb8ae0e389535813e5f1d8226f594e7,ff4006c,0.1.0,2026-05-26T14:42:34+00:00
2020-11-26,Mkt-RF,FF,0.995,0.011895194484827714,0.0941747450045544,0.14363668858816558,0,0,synthetic-v1,F16_default,786ddba614cca0b18e42a1f878450d559eb8ae0e389535813e5f1d8226f594e7,ff4006c,0.1.0,2026-05-26T14:42:34+00:00
2020-11-27,Mkt-RF,FF,0.99,-0.01569083621123966,0.08727352432165203,0.14281445738533002,0,0,synthetic-v1,F16_default,786ddba614cca0b18e42a1f878450d559eb8ae0e389535813e5f1d8226f594e7,ff4006c,0.1.0,2026-05-26T14:42:34+00:00
2020-11-27,Mkt-RF,FF,0.995,-0.01569083621123966,0.11494367563038303,0.18622716292796138,0,0,synthetic-v1,F16_default,786ddba614cca0b18e42a1f878450d559eb8ae0e389535813e5f1d8226f594e7,ff4006c,0.1.0,2026-05-26T14:42:34+00:00
2020-11-30,Mkt-RF,FF,0.99,0.014091601487357726,0.08725353010842743,0.14266480218053362,0,0,synthetic-v1,F16_default,786ddba614cca0b18e42a1f878450d559eb8ae0e389535813e5f1d8226f594e7,ff4006c,0.1.0,2026-05-26T14:42:34+00:00
2020-11-30,Mkt-RF,FF,0.995,0.014091601487357726,0.11487693183600403,0.18609332220377817,0,0,synthetic-v1,F16_default,786ddba614cca0b18e42a1f878450d559eb8ae0e389535813e5f1d8226f594e7,ff4006c,0.1.0,2026-05-26T14:42:34+00:00
2020-12-01,Mkt-RF,FF,0.99,0.003658558187360609,0.08691083304822188,0.14194791423273687,0,0,synthetic-v1,F16_default,786ddba614cca0b18e42a1f878450d559eb8ae0e389535813e5f1d8226f594e7,ff4006c,0.1.0,2026-05-26T14:42:34+00:00
2020-12-01,Mkt-RF,FF,0.995,0.003658558187360609,0.11450171179109978,0.1851885027001653,0,0,synthetic-v1,F16_default,786ddba614cca0b18e42a1f878450d559eb8ae0e389535813e5f1d8226f594e7,ff4006c,0.1.0,2026-05-26T14:42:34+00:00
2020-12-02,Mkt-RF,FF,0.99,-0.0006187520289241066,0.08685191421050652,0.14192531956742271,0,0,synthetic-v1,F16_default,786ddba614cca0b18e42a1f878450d559eb8ae0e389535813e5f1d8226f594e7,ff4006c,0.1.0,2026-05-26T14:42:34+00:00
2020-12-02,Mkt-RF,FF,0.995,-0.0006187520289241066,0.11424960080166102,0.18504447339593,0,0,synthetic-v1,F16_default,786ddba614cca0b18e42a1f878450d559eb8ae0e389535813e5f1d8226f594e7,ff4006c,0.1.0,2026-05-26T14:42:34+00:00
2020-12-03,Mkt-RF,FF,0.99,0.007031729204445823,0.08707574334039807,0.14264180573651206,0,0,synthetic-v1,F16_default,786ddba614cca0b18e42a1f878450d559eb8ae0e389535813e5f1d8226f594e7,ff4006c,0.1.0,2026-05-26T14:42:34+00:00
2020-12-03,Mkt-RF,FF,0.995,0.007031729204445823,0.11479272736448595,0.18621414340048376,0,0,synthetic-v1,F16_default,786ddba614cca0b18e42a1f878450d559eb8ae0e389535813e5f1d8226f594e7,ff4006c,0.1.0,2026-05-26T14:42:34+00:00
2020-12-04,Mkt-RF,FF,0.99,0.01838795934484633,0.08730944525694512,0.14296031801678785,0,0,synthetic-v1,F16_default,786ddba614cca0b18e42a1f878450d559eb8ae0e389535813e5f1d8226f594e7,ff4006c,0.1.0,2026-05-26T14:42:34+00:00
2020-12-04,Mkt-RF,FF,0.995,0.01838795934484633,0.11529712610362121,0.18664580178327989,0,0,synthetic-v1,F16_default,786ddba614cca0b18e42a1f878450d559eb8ae0e389535813e5f1d8226f594e7,ff4006c,0.1.0,2026-05-26T14:42:34+00:00
2020-12-07,Mkt-RF,FF,0.99,-0.01101111922906646,0.08710320275187,0.14244525568906727,0,0,synthetic-v1,F16_default,786ddba614cca0b18e42a1f878450d559eb8ae0e389535813e5f1d8226f594e7,ff4006c,0.1.0,2026-05-26T14:42:34+00:00
2020-12-07,Mkt-RF,FF,0.995,-0.01101111922906646,0.11461857598503734,0.1859634973016296,0,0,synthetic-v1,F16_default,786ddba614cca0b18e42a1f878450d559eb8ae0e389535813e5f1d8226f594e7,ff4006c,0.1.0,2026-05-26T14:42:34+00:00
2020-12-08,Mkt-RF,FF,0.99,0.002949916265200406,0.08711997681365871,0.14276640535387608,0,0,synthetic-v1,F16_default,786ddba614cca0b18e42a1f878450d559eb8ae0e389535813e5f1d8226f594e7,ff4006c,0.1.0,2026-05-26T14:42:34+00:00
2020-12-08,Mkt-RF,FF,0.995,0.002949916265200406,0.11494729802278134,0.1862572011978877,0,0,synthetic-v1,F16_default,786ddba614cca0b18e42a1f878450d559eb8ae0e389535813e5f1d8226f594e7,ff4006c,0.1.0,2026-05-26T14:42:34+00:00
2020-12-09,Mkt-RF,FF,0.99,0.005801428762164216,0.08718693465371309,0.14299626961698533,0,0,synthetic-v1,F16_default,786ddba614cca0b18e42a1f878450d559eb8ae0e389535813e5f1d8226f594e7,ff4006c,0.1.0,2026-05-26T14:42:34+00:00
2020-12-09,Mkt-RF,FF,0.995,0.005801428762164216,0.11511055414421537,0.18669347309710216,0,0,synthetic-v1,F16_default,786ddba614cca0b18e42a1f878450d559eb8ae0e389535813e5f1d8226f594e7,ff4006c,0.1.0,2026-05-26T14:42:34+00:00
2020-12-10,Mkt-RF,FF,0.99,-0.004945551917605603,0.08664122692315948,0.14202136620950023,0,0,synthetic-v1,F16_default,786ddba614cca0b18e42a1f878450d559eb8ae0e389535813e5f1d8226f594e7,ff4006c,0.1.0,2026-05-26T14:42:34+00:00
2020-12-10,Mkt-RF,FF,0.995,-0.004945551917605603,0.11450500595880228,0.18539015173598722,0,0,synthetic-v1,F16_default,786ddba614cca0b18e42a1f878450d559eb8ae0e389535813e5f1d8226f594e7,ff4006c,0.1.0,2026-05-26T14:42:34+00:00
2020-12-11,Mkt-RF,FF,0.99,-0.01743143642928177,0.08690182197020883,0.1420794916633298,0,0,synthetic-v1,F16_default,786ddba614cca0b18e42a1f878450d559eb8ae0e389535813e5f1d8226f594e7,ff4006c,0.1.0,2026-05-26T14:42:34+00:00
2020-12-11,Mkt-RF,FF,0.995,-0.01743143642928177,0.11449774148124325,0.18555423652284406,0,0,synthetic-v1,F16_default,786ddba614cca0b18e42a1f878450d559eb8ae0e389535813e5f1d8226f594e7,ff4006c,0.1.0,2026-05-26T14:42:34+00:00
2020-12-14,Mkt-RF,FF,0.99,0.02263142476513276,0.08646533003991488,0.14133687099658054,0,0,synthetic-v1,F16_default,786ddba614cca0b18e42a1f878450d559eb8ae0e389535813e5f1d8226f594e7,ff4006c,0.1.0,2026-05-26T14:42:34+00:00
2020-12-14,Mkt-RF,FF,0.995,0.02263142476513276,0.11379145707528641,0.1844991659900968,0,0,synthetic-v1,F16_default,786ddba614cca0b18e42a1f878450d559eb8ae0e389535813e5f1d8226f594e7,ff4006c,0.1.0,2026-05-26T14:42:34+00:00
2020-12-15,Mkt-RF,FF,0.99,-0.015295631956221929,0.08377692359035668,0.13528677187949115,0,0,synthetic-v1,F16_default,786ddba614cca0b18e42a1f878450d559eb8ae0e389535813e5f1d8226f594e7,ff4006c,0.1.0,2026-05-26T14:42:34+00:00
2020-12-15,Mkt-RF,FF,0.995,-0.015295631956221929,0.10959382415261654,0.17575964062313665,0,0,synthetic-v1,F16_default,786ddba614cca0b18e42a1f878450d559eb8ae0e389535813e5f1d8226f594e7,ff4006c,0.1.0,2026-05-26T14:42:34+00:00
2020-12-16,Mkt-RF,FF,0.99,-0.041075610782731496,0.0836895221380273,0.13523673643411244,0,0,synthetic-v1,F16_default,786ddba614cca0b18e42a1f878450d559eb8ae0e389535813e5f1d8226f594e7,ff4006c,0.1.0,2026-05-26T14:42:34+00:00
2020-12-16,Mkt-RF,FF,0.995,-0.041075610782731496,0.10945140954079555,0.17566420972620855,0,0,synthetic-v1,F16_default,786ddba614cca0b18e42a1f878450d559eb8ae0e389535813e5f1d8226f594e7,ff4006c,0.1.0,2026-05-26T14:42:34+00:00
2020-12-17,Mkt-RF,FF,0.99,-0.027668509948999415,0.0794538869010054,0.12551925179204257,0,0,synthetic-v1,F16_default,786ddba614cca0b18e42a1f878450d559eb8ae0e389535813e5f1d8226f594e7,ff4006c,0.1.0,2026-05-26T14:42:34+00:00
2020-12-17,Mkt-RF,FF,0.995,-0.027668509948999415,0.10291195133160065,0.16139471263577912,0,0,synthetic-v1,F16_default,786ddba614cca0b18e42a1f878450d559eb8ae0e389535813e5f1d8226f594e7,ff4006c,0.1.0,2026-05-26T14:42:34+00:00
2020-12-18,Mkt-RF,FF,0.99,0.011364257273476858,0.07972049263102127,0.12606398216949727,0,0,synthetic-v1,F16_default,786ddba614cca0b18e42a1f878450d559eb8ae0e389535813e5f1d8226f594e7,ff4006c,0.1.0,2026-05-26T14:42:34+00:00
2020-12-18,Mkt-RF,FF,0.995,0.011364257273476858,0.10331571616410806,0.16218313804264578,0,0,synthetic-v1,F16_default,786ddba614cca0b18e42a1f878450d559eb8ae0e389535813e5f1d8226f594e7,ff4006c,0.1.0,2026-05-26T14:42:34+00:00
2020-12-21,Mkt-RF,FF,0.99,0.003797168635112588,0.0834676728476627,0.13479911036400996,0,0,synthetic-v1,F16_default,786ddba614cca0b18e42a1f878450d559eb8ae0e389535813e5f1d8226f594e7,ff4006c,0.1.0,2026-05-26T14:42:34+00:00
2020-12-21,Mkt-RF,FF,0.995,0.003797168635112588,0.10912967993320184,0.1749998930938429,0,0,synthetic-v1,F16_default,786ddba614cca0b18e42a1f878450d559eb8ae0e389535813e5f1d8226f594e7,ff4006c,0.1.0,2026-05-26T14:42:34+00:00
2020-12-22,Mkt-RF,FF,0.99,0.011382163901666284,0.08341330743276967,0.13420026620530506,0,0,synthetic-v1,F16_default,786ddba614cca0b18e42a1f878450d559eb8ae0e389535813e5f1d8226f594e7,ff4006c,0.1.0,2026-05-26T14:42:34+00:00
2020-12-22,Mkt-RF,FF,0.995,0.011382163901666284,0.10889432173331752,0.17429652002249138,0,0,synthetic-v1,F16_default,786ddba614cca0b18e42a1f878450d559eb8ae0e389535813e5f1d8226f594e7,ff4006c,0.1.0,2026-05-26T14:42:34+00:00
2020-12-23,Mkt-RF,FF,0.99,-0.01595363102737878,0.08336105660627147,0.13431115981439398,0,0,synthetic-v1,F16_default,786ddba614cca0b18e42a1f878450d559eb8ae0e389535813e5f1d8226f594e7,ff4006c,0.1.0,2026-05-26T14:42:34+00:00
