date,series,side,threshold_k,estimator,alpha_hat,ci_low,ci_high,selected_threshold,active_flag,data_vintage,run_id,config_hash,git_hash,code_version,run_timestamp
2024-12-31,SMB,right,86,hill,3.6907504386443426,2.9107020828427235,4.470798794445962,252,0,synthetic-v1,F18_default,1e79a4024a35cd2530582da600194533475a6d24a879f8dfad0d3b3b72e26739,ff4006c,0.1.0,2026-05-26T14:42:35+00:00
2024-12-31,SMB,right,153,hill,3.315400485453277,2.7900533691829645,3.8407476017235895,252,0,synthetic-v1,F18_default,1e79a4024a35cd2530582da600194533475a6d24a879f8dfad0d3b3b72e26739,ff4006c,0.1.0,2026-05-26T14:42:35+00:00
2024-12-31,SMB,right,219,hill,3.4336539095495224,2.978885244480175,3.8884225746188696,252,0,synthetic-v1,F18_default,1e79a4024a35cd2530582da600194533475a6d24a879f8dfad0d3b3b72e26739,ff4006c,0.1.0,2026-05-26T14:42:35+00:00
2024-12-31,SMB,right,286,hill,3.1407091280045667,2.776709641045875,3.5047086149632585,252,0,synthetic-v1,F18_default,1e79a4024a35cd2530582da600194533475a6d24a879f8dfad0d3b3b72e26739,ff4006c,0.1.0,2026-05-26T14:42:35+00:00
2024-12-31,SMB,right,352,hill,3.098845171302775,2.7751139262083058,3.422576416397244,252,0,synthetic-v1,F18_default,1e79a4024a35cd2530582da600194533475a6d24a879f8dfad0d3b3b72e26739,ff4006c,0.1.0,2026-05-26T14:42:35+00:00
2024-12-31,SMB,right,419,hill,2.9835955058945887,2.6979094757530357,3.2692815360361416,252,0,synthetic-v1,F18_default,1e79a4024a35cd2530582da600194533475a6d24a879f8dfad0d3b3b72e26739,ff4006c,0.1.0,2026-05-26T14:42:35+00:00
2024-12-31,SMB,right,486,hill,2.6723143662767708,2.434725829347388,2.9099029032061536,252,0,synthetic-v1,F18_default,1e79a4024a35cd2530582da600194533475a6d24a879f8dfad0d3b3b72e26739,ff4006c,0.1.0,2026-05-26T14:42:35+00:00
2024-12-31,SMB,right,243,pot,4.863225218822168,,,243,1,synthetic-v1,F18_default,1e79a4024a35cd2530582da600194533475a6d24a879f8dfad0d3b3b72e26739,ff4006c,0.1.0,2026-05-26T14:42:35+00:00
2024-12-31,SMB,left,20,hill,4.3836986930701665,2.4624580320361185,6.3049393541042145,266,0,synthetic-v1,F18_default,1e79a4024a35cd2530582da600194533475a6d24a879f8dfad0d3b3b72e26739,ff4006c,0.1.0,2026-05-26T14:42:35+00:00
2024-12-31,SMB,left,90,hill,3.5371765126582235,2.806388273942866,4.267964751373581,266,0,synthetic-v1,F18_default,1e79a4024a35cd2530582da600194533475a6d24a879f8dfad0d3b3b72e26739,ff4006c,0.1.0,2026-05-26T14:42:35+00:00
2024-12-31,SMB,left,161,hill,3.297106786876478,2.7878038897095703,3.806409684043386,266,0,synthetic-v1,F18_default,1e79a4024a35cd2530582da600194533475a6d24a879f8dfad0d3b3b72e26739,ff4006c,0.1.0,2026-05-26T14:42:35+00:00
2024-12-31,SMB,left,231,hill,3.0061459140682887,2.618477749374596,3.3938140787619813,266,0,synthetic-v1,F18_default,1e79a4024a35cd2530582da600194533475a6d24a879f8dfad0d3b3b72e26739,ff4006c,0.1.0,2026-05-26T14:42:35+00:00
2024-12-31,SMB,left,302,hill,2.8343000904776,2.5146326302836495,3.1539675506715503,266,0,synthetic-v1,F18_default,1e79a4024a35cd2530582da600194533475a6d24a879f8dfad0d3b3b72e26739,ff4006c,0.1.0,2026-05-26T14:42:35+00:00
2024-12-31,SMB,left,372,hill,2.751687669372323,2.4720576845441276,3.0313176542005182,266,0,synthetic-v1,F18_default,1e79a4024a35cd2530582da600194533475a6d24a879f8dfad0d3b3b72e26739,ff4006c,0.1.0,2026-05-26T14:42:35+00:00
2024-12-31,SMB,left,443,hill,2.6533766036685846,2.4062877789636032,2.900465428373566,266,0,synthetic-v1,F18_default,1e79a4024a35cd2530582da600194533475a6d24a879f8dfad0d3b3b72e26739,ff4006c,0.1.0,2026-05-26T14:42:35+00:00
2024-12-31,SMB,left,514,hill,2.4647222504399124,2.2516423439206563,2.6778021569591686,266,0,synthetic-v1,F18_default,1e79a4024a35cd2530582da600194533475a6d24a879f8dfad0d3b3b72e26739,ff4006c,0.1.0,2026-05-26T14:42:35+00:00
2024-12-31,SMB,left,257,pot,22.305816090780624,,,257,1,synthetic-v1,F18_default,1e79a4024a35cd2530582da600194533475a6d24a879f8dfad0d3b3b72e26739,ff4006c,0.1.0,2026-05-26T14:42:35+00:00
2024-12-31,HML,right,20,hill,4.405371786401237,2.474632473412879,6.336111099389596,258,0,synthetic-v1,F18_default,1e79a4024a35cd2530582da600194533475a6d24a879f8dfad0d3b3b72e26739,ff4006c,0.1.0,2026-05-26T14:42:35+00:00
2024-12-31,HML,right,88,hill,3.9788667903572117,3.14753548536926,4.8101980953451635,258,0,synthetic-v1,F18_default,1e79a4024a35cd2530582da600194533475a6d24a879f8dfad0d3b3b72e26739,ff4006c,0.1.0,2026-05-26T14:42:35+00:00
2024-12-31,HML,right,156,hill,3.9127350488559047,3.2987267899481862,4.526743307763623,258,0,synthetic-v1,F18_default,1e79a4024a35cd2530582da600194533475a6d24a879f8dfad0d3b3b72e26739,ff4006c,0.1.0,2026-05-26T14:42:35+00:00
2024-12-31,HML,right,224,hill,3.5465073147677253,3.0820637795635286,4.0109508499719215,258,0,synthetic-v1,F18_default,1e79a4024a35cd2530582da600194533475a6d24a879f8dfad0d3b3b72e26739,ff4006c,0.1.0,2026-05-26T14:42:35+00:00
2024-12-31,HML,right,292,hill,3.2608888781238368,2.886863866452614,3.6349138897950595,258,0,synthetic-v1,F18_default,1e79a4024a35cd2530582da600194533475a6d24a879f8dfad0d3b3b72e26739,ff4006c,0.1.0,2026-05-26T14:42:35+00:00
2024-12-31,HML,right,360,hill,3.0107646357670244,2.69974942667513,3.3217798448589186,258,0,synthetic-v1,F18_default,1e79a4024a35cd2530582da600194533475a6d24a879f8dfad0d3b3b72e26739,ff4006c,0.1.0,2026-05-26T14:42:35+00:00
2024-12-31,HML,right,428,hill,2.8361638545999153,2.5674651920588096,3.104862517141021,258,0,synthetic-v1,F18_default,1e79a4024a35cd2530582da600194533475a6d24a879f8dfad0d3b3b72e26739,ff4006c,0.1.0,2026-05-26T14:42:35+00:00
2024-12-31,HML,right,497,hill,2.5821436278108383,2.3551266840926113,2.8091605715290653,258,0,synthetic-v1,F18_default,1e79a4024a35cd2530582da600194533475a6d24a879f8dfad0d3b3b72e26739,ff4006c,0.1.0,2026-05-26T14:42:35+00:00
2024-12-31,HML,right,248,pot,6.2505418540674835,,,248,1,synthetic-v1,F18_default,1e79a4024a35cd2530582da600194533475a6d24a879f8dfad0d3b3b72e26739,ff4006c,0.1.0,2026-05-26T14:42:35+00:00
2024-12-31,HML,left,20,hill,5.1026245310357705,2.866300729285193,7.338948332786348,260,0,synthetic-v1,F18_default,1e79a4024a35cd2530582da600194533475a6d24a879f8dfad0d3b3b72e26739,ff4006c,0.1.0,2026-05-26T14:42:35+00:00
2024-12-31,HML,left,88,hill,3.806748324621949,3.0113788842229283,4.60211776502097,260,0,synthetic-v1,F18_default,1e79a4024a35cd2530582da600194533475a6d24a879f8dfad0d3b3b72e26739,ff4006c,0.1.0,2026-05-26T14:42:35+00:00
2024-12-31,HML,left,157,hill,3.5294968660316086,2.9773952151519256,4.081598516911292,260,0,synthetic-v1,F18_default,1e79a4024a35cd2530582da600194533475a6d24a879f8dfad0d3b3b72e26739,ff4006c,0.1.0,2026-05-26T14:42:35+00:00
2024-12-31,HML,left,226,hill,3.429771338239891,2.9826071465845567,3.876935529895225,260,0,synthetic-v1,F18_default,1e79a4024a35cd2530582da600194533475a6d24a879f8dfad0d3b3b72e26739,ff4006c,0.1.0,2026-05-26T14:42:35+00:00
2024-12-31,HML,left,295,hill,3.183003088298229,2.8197727431689734,3.5462334334274845,260,0,synthetic-v1,F18_default,1e79a4024a35cd2530582da600194533475a6d24a879f8dfad0d3b3b72e26739,ff4006c,0.1.0,2026-05-26T14:42:35+00:00
2024-12-31,HML,left,364,hill,2.9947457285222874,2.6870897678916177,3.302401689152957,260,0,synthetic-v1,F18_default,1e79a4024a35cd2530582da600194533475a6d24a879f8dfad0d3b3b72e26739,ff4006c,0.1.0,2026-05-26T14:42:35+00:00
2024-12-31,HML,left,433,hill,2.8654376337706355,2.5955375100341143,3.135337757507157,260,0,synthetic-v1,F18_default,1e79a4024a35cd2530582da600194533475a6d24a879f8dfad0d3b3b72e26739,ff4006c,0.1.0,2026-05-26T14:42:35+00:00
2024-12-31,HML,left,502,hill,2.800224301764202,2.5552632527905805,3.0451853507378237,260,0,synthetic-v1,F18_default,1e79a4024a35cd2530582da600194533475a6d24a879f8dfad0d3b3b72e26739,ff4006c,0.1.0,2026-05-26T14:42:35+00:00
2024-12-31,HML,left,251,pot,6.765467112078276,,,251,1,synthetic-v1,F18_default,1e79a4024a35cd2530582da600194533475a6d24a879f8dfad0d3b3b72e26739,ff4006c,0.1.0,2026-05-26T14:42:35+00:00
