date,level,loss,var,hit,rolling_violation_rate,model,window,data_vintage,run_id,config_hash,git_hash,code_version,run_timestamp
2020-11-06,0.99,0.013669082709670644,0.10250217481285255,0,0.0,FF,400,synthetic-v1,F10_default,8c60af314f733f9a21dfba4b548baf5133d2926390bb194bd219b355655f397a,2484d30,0.1.0,2026-05-25T22:37:44+00:00
2020-11-09,0.99,0.0192110095933618,0.1048873149727422,0,0.0,FF,400,synthetic-v1,F10_default,8c60af314f733f9a21dfba4b548baf5133d2926390bb194bd219b355655f397a,2484d30,0.1.0,2026-05-25T22:37:44+00:00
2020-11-10,0.99,-0.003258648998393873,0.10517391679251739,0,0.0,FF,400,synthetic-v1,F10_default,8c60af314f733f9a21dfba4b548baf5133d2926390bb194bd219b355655f397a,2484d30,0.1.0,2026-05-25T22:37:44+00:00
2020-11-11,0.99,0.010177294566308052,0.10458737622016175,0,0.0,FF,400,synthetic-v1,F10_default,8c60af314f733f9a21dfba4b548baf5133d2926390bb194bd219b355655f397a,2484d30,0.1.0,2026-05-25T22:37:44+00:00
2020-11-12,0.99,0.005421056969417229,0.10367578381896277,0,0.0,FF,400,synthetic-v1,F10_default,8c60af314f733f9a21dfba4b548baf5133d2926390bb194bd219b355655f397a,2484d30,0.1.0,2026-05-25T22:37:44+00:00
2020-11-13,0.99,0.007305440056275729,0.10403060101558889,0,0.0,FF,400,synthetic-v1,F10_default,8c60af314f733f9a21dfba4b548baf5133d2926390bb194bd219b355655f397a,2484d30,0.1.0,2026-05-25T22:37:44+00:00
2020-11-16,0.99,0.028362779403754874,0.10447110256106468,0,0.0,FF,400,synthetic-v1,F10_default,8c60af314f733f9a21dfba4b548baf5133d2926390bb194bd219b355655f397a,2484d30,0.1.0,2026-05-25T22:37:44+00:00
2020-11-17,0.99,-0.031150103257270436,0.10399208839944499,0,0.0,FF,400,synthetic-v1,F10_default,8c60af314f733f9a21dfba4b548baf5133d2926390bb194bd219b355655f397a,2484d30,0.1.0,2026-05-25T22:37:44+00:00
2020-11-18,0.99,0.004842263575309954,0.10581203472643286,0,0.0,FF,400,synthetic-v1,F10_default,8c60af314f733f9a21dfba4b548baf5133d2926390bb194bd219b355655f397a,2484d30,0.1.0,2026-05-25T22:37:44+00:00
2020-11-19,0.99,-0.020596041834148083,0.10575387702922857,0,0.0,FF,400,synthetic-v1,F10_default,8c60af314f733f9a21dfba4b548baf5133d2926390bb194bd219b355655f397a,2484d30,0.1.0,2026-05-25T22:37:44+00:00
2020-11-20,0.99,0.012562036628049165,0.10581286372339782,0,0.0,FF,400,synthetic-v1,F10_default,8c60af314f733f9a21dfba4b548baf5133d2926390bb194bd219b355655f397a,2484d30,0.1.0,2026-05-25T22:37:44+00:00
2020-11-23,0.99,0.007983921501418306,0.10595656552724918,0,0.0,FF,400,synthetic-v1,F10_default,8c60af314f733f9a21dfba4b548baf5133d2926390bb194bd219b355655f397a,2484d30,0.1.0,2026-05-25T22:37:44+00:00
2020-11-24,0.99,0.014179651970569402,0.10318907956400979,0,0.0,FF,400,synthetic-v1,F10_default,8c60af314f733f9a21dfba4b548baf5133d2926390bb194bd219b355655f397a,2484d30,0.1.0,2026-05-25T22:37:44+00:00
2020-11-25,0.99,0.016154111675267882,0.10061577582198242,0,0.0,FF,400,synthetic-v1,F10_default,8c60af314f733f9a21dfba4b548baf5133d2926390bb194bd219b355655f397a,2484d30,0.1.0,2026-05-25T22:37:44+00:00
2020-11-26,0.99,0.01071638022549215,0.10026847217721441,0,0.0,FF,400,synthetic-v1,F10_default,8c60af314f733f9a21dfba4b548baf5133d2926390bb194bd219b355655f397a,2484d30,0.1.0,2026-05-25T22:37:44+00:00
2020-11-27,0.99,0.0005629573876616483,0.10032602557345048,0,0.0,FF,400,synthetic-v1,F10_default,8c60af314f733f9a21dfba4b548baf5133d2926390bb194bd219b355655f397a,2484d30,0.1.0,2026-05-25T22:37:44+00:00
2020-11-30,0.99,0.0067859571002528984,0.09647622650315016,0,0.0,FF,400,synthetic-v1,F10_default,8c60af314f733f9a21dfba4b548baf5133d2926390bb194bd219b355655f397a,2484d30,0.1.0,2026-05-25T22:37:44+00:00
2020-12-01,0.99,-0.0174777608605886,0.09613727419720741,0,0.0,FF,400,synthetic-v1,F10_default,8c60af314f733f9a21dfba4b548baf5133d2926390bb194bd219b355655f397a,2484d30,0.1.0,2026-05-25T22:37:44+00:00
2020-12-02,0.99,0.008452458958470785,0.09612575540041945,0,0.0,FF,400,synthetic-v1,F10_default,8c60af314f733f9a21dfba4b548baf5133d2926390bb194bd219b355655f397a,2484d30,0.1.0,2026-05-25T22:37:44+00:00
2020-12-03,0.99,0.026503142449557406,0.0965485072924083,0,0.0,FF,400,synthetic-v1,F10_default,8c60af314f733f9a21dfba4b548baf5133d2926390bb194bd219b355655f397a,2484d30,0.1.0,2026-05-25T22:37:44+00:00
2020-12-04,0.99,-0.01427297975195442,0.09646201832785843,0,0.0,FF,400,synthetic-v1,F10_default,8c60af314f733f9a21dfba4b548baf5133d2926390bb194bd219b355655f397a,2484d30,0.1.0,2026-05-25T22:37:44+00:00
2020-12-07,0.99,0.006939576091734909,0.09646110566717496,0,0.0,FF,400,synthetic-v1,F10_default,8c60af314f733f9a21dfba4b548baf5133d2926390bb194bd219b355655f397a,2484d30,0.1.0,2026-05-25T22:37:44+00:00
2020-12-08,0.99,-0.01125260066844224,0.09615136400001117,0,0.0,FF,400,synthetic-v1,F10_default,8c60af314f733f9a21dfba4b548baf5133d2926390bb194bd219b355655f397a,2484d30,0.1.0,2026-05-25T22:37:44+00:00
2020-12-09,0.99,-0.028423085296288658,0.09594308965551196,0,0.0,FF,400,synthetic-v1,F10_default,8c60af314f733f9a21dfba4b548baf5133d2926390bb194bd219b355655f397a,2484d30,0.1.0,2026-05-25T22:37:44+00:00
2020-12-10,0.99,0.0007047393986475728,0.09613575121382424,0,0.0,FF,400,synthetic-v1,F10_default,8c60af314f733f9a21dfba4b548baf5133d2926390bb194bd219b355655f397a,2484d30,0.1.0,2026-05-25T22:37:44+00:00
2020-12-11,0.99,0.020413820477227233,0.09562257829004053,0,0.0,FF,400,synthetic-v1,F10_default,8c60af314f733f9a21dfba4b548baf5133d2926390bb194bd219b355655f397a,2484d30,0.1.0,2026-05-25T22:37:44+00:00
2020-12-14,0.99,-0.013950422531069982,0.09643691841298152,0,0.0,FF,400,synthetic-v1,F10_default,8c60af314f733f9a21dfba4b548baf5133d2926390bb194bd219b355655f397a,2484d30,0.1.0,2026-05-25T22:37:44+00:00
2020-12-15,0.99,-0.0025013452245945204,0.0949797388039781,0,0.0,FF,400,synthetic-v1,F10_default,8c60af314f733f9a21dfba4b548baf5133d2926390bb194bd219b355655f397a,2484d30,0.1.0,2026-05-25T22:37:44+00:00
2020-12-16,0.99,-0.009205420876190397,0.09562790907649912,0,0.0,FF,400,synthetic-v1,F10_default,8c60af314f733f9a21dfba4b548baf5133d2926390bb194bd219b355655f397a,2484d30,0.1.0,2026-05-25T22:37:44+00:00
2020-12-17,0.99,0.022188957569472097,0.09581698641919967,0,0.0,FF,400,synthetic-v1,F10_default,8c60af314f733f9a21dfba4b548baf5133d2926390bb194bd219b355655f397a,2484d30,0.1.0,2026-05-25T22:37:44+00:00
2020-12-18,0.99,0.03204560174662601,0.09528743929962787,0,0.0,FF,400,synthetic-v1,F10_default,8c60af314f733f9a21dfba4b548baf5133d2926390bb194bd219b355655f397a,2484d30,0.1.0,2026-05-25T22:37:44+00:00
2020-12-21,0.99,0.02546235625762708,0.09615167237000666,0,0.0,FF,400,synthetic-v1,F10_default,8c60af314f733f9a21dfba4b548baf5133d2926390bb194bd219b355655f397a,2484d30,0.1.0,2026-05-25T22:37:44+00:00
2020-12-22,0.99,0.007337132012042372,0.09661307828959433,0,0.0,FF,400,synthetic-v1,F10_default,8c60af314f733f9a21dfba4b548baf5133d2926390bb194bd219b355655f397a,2484d30,0.1.0,2026-05-25T22:37:44+00:00
2020-12-23,0.99,0.0046687921171805645,0.09673157548043182,0,0.0,FF,400,synthetic-v1,F10_default,8c60af314f733f9a21dfba4b548baf5133d2926390bb194bd219b355655f397a,2484d30,0.1.0,2026-05-25T22:37:44+00:00
2020-12-24,0.99,0.02015446496725412,0.09603255925253111,0,0.0,FF,400,synthetic-v1,F10_default,8c60af314f733f9a21dfba4b548baf5133d2926390bb194bd219b355655f397a,2484d30,0.1.0,2026-05-25T22:37:44+00:00
2020-12-25,0.99,-0.03757606103308416,0.09655985675666146,0,0.0,FF,400,synthetic-v1,F10_default,8c60af314f733f9a21dfba4b548baf5133d2926390bb194bd219b355655f397a,2484d30,0.1.0,2026-05-25T22:37:44+00:00
2020-12-28,0.99,0.010685116520236883,0.09488420025540477,0,0.0,FF,400,synthetic-v1,F10_default,8c60af314f733f9a21dfba4b548baf5133d2926390bb194bd219b355655f397a,2484d30,0.1.0,2026-05-25T22:37:44+00:00
2020-12-29,0.99,-0.008610912668750552,0.09513241210946463,0,0.0,FF,400,synthetic-v1,F10_default,8c60af314f733f9a21dfba4b548baf5133d2926390bb194bd219b355655f397a,2484d30,0.1.0,2026-05-25T22:37:44+00:00
2020-12-30,0.99,0.00865519951045758,0.09509876381301502,0,0.0,FF,400,synthetic-v1,F10_default,8c60af314f733f9a21dfba4b548baf5133d2926390bb194bd219b355655f397a,2484d30,0.1.0,2026-05-25T22:37:44+00:00
2020-12-31,0.99,-0.006381930807933337,0.09518388276565463,0,0.0,FF,400,synthetic-v1,F10_default,8c60af314f733f9a21dfba4b548baf5133d2926390bb194bd219b355655f397a,2484d30,0.1.0,2026-05-25T22:37:44+00:00
2021-01-01,0.99,0.0013286763882336275,0.09576845080818906,0,0.0,FF,400,synthetic-v1,F10_default,8c60af314f733f9a21dfba4b548baf5133d2926390bb194bd219b355655f397a,2484d30,0.1.0,2026-05-25T22:37:44+00:00
2021-01-04,0.99,-0.011287937578743286,0.09576384871362695,0,0.0,FF,400,synthetic-v1,F10_default,8c60af314f733f9a21dfba4b548baf5133d2926390bb194bd219b355655f397a,2484d30,0.1.0,2026-05-25T22:37:44+00:00
2021-01-05,0.99,0.008070101766305286,0.10075145298816668,0,0.0,FF,400,synthetic-v1,F10_default,8c60af314f733f9a21dfba4b548baf5133d2926390bb194bd219b355655f397a,2484d30,0.1.0,2026-05-25T22:37:44+00:00
2021-01-06,0.99,-0.04273192549324916,0.09329320088237358,0,0.0,FF,400,synthetic-v1,F10_default,8c60af314f733f9a21dfba4b548baf5133d2926390bb194bd219b355655f397a,2484d30,0.1.0,2026-05-25T22:37:44+00:00
2021-01-07,0.99,0.015903048627517267,0.09726423205827461,0,0.0,FF,400,synthetic-v1,F10_default,8c60af314f733f9a21dfba4b548baf5133d2926390bb194bd219b355655f397a,2484d30,0.1.0,2026-05-25T22:37:44+00:00
2021-01-08,0.99,-0.0028941616240855976,0.09774650308417726,0,0.0,FF,400,synthetic-v1,F10_default,8c60af314f733f9a21dfba4b548baf5133d2926390bb194bd219b355655f397a,2484d30,0.1.0,2026-05-25T22:37:44+00:00
2021-01-11,0.99,-0.0072108762120132045,0.0949986931395961,0,0.0,FF,400,synthetic-v1,F10_default,8c60af314f733f9a21dfba4b548baf5133d2926390bb194bd219b355655f397a,2484d30,0.1.0,2026-05-25T22:37:44+00:00
2021-01-12,0.99,0.011188548532392035,0.09538554523168062,0,0.0,FF,400,synthetic-v1,F10_default,8c60af314f733f9a21dfba4b548baf5133d2926390bb194bd219b355655f397a,2484d30,0.1.0,2026-05-25T22:37:44+00:00
2021-01-13,0.99,-0.0372694108554868,0.0918281290788198,0,0.0,FF,400,synthetic-v1,F10_default,8c60af314f733f9a21dfba4b548baf5133d2926390bb194bd219b355655f397a,2484d30,0.1.0,2026-05-25T22:37:44+00:00
2021-01-14,0.99,0.015568325792684903,0.09370699882813681,0,0.0,FF,400,synthetic-v1,F10_default,8c60af314f733f9a21dfba4b548baf5133d2926390bb194bd219b355655f397a,2484d30,0.1.0,2026-05-25T22:37:44+00:00
2021-01-15,0.99,0.0234457642364389,0.09264384801192146,0,0.0,FF,400,synthetic-v1,F10_default,8c60af314f733f9a21dfba4b548baf5133d2926390bb194bd219b355655f397a,2484d30,0.1.0,2026-05-25T22:37:44+00:00
2021-01-18,0.99,-0.008896669042479741,0.08925077058088851,0,0.0,FF,400,synthetic-v1,F10_default,8c60af314f733f9a21dfba4b548baf5133d2926390bb194bd219b355655f397a,2484d30,0.1.0,2026-05-25T22:37:44+00:00
2021-01-19,0.99,-0.008729524206902244,0.09030378213101128,0,0.0,FF,400,synthetic-v1,F10_default,8c60af314f733f9a21dfba4b548baf5133d2926390bb194bd219b355655f397a,2484d30,0.1.0,2026-05-25T22:37:44+00:00
2021-01-20,0.99,-0.030045305151751297,0.09027336344433116,0,0.0,FF,400,synthetic-v1,F10_default,8c60af314f733f9a21dfba4b548baf5133d2926390bb194bd219b355655f397a,2484d30,0.1.0,2026-05-25T22:37:44+00:00
2021-01-21,0.99,0.0022921443968644817,0.09269680868352054,0,0.0,FF,400,synthetic-v1,F10_default,8c60af314f733f9a21dfba4b548baf5133d2926390bb194bd219b355655f397a,2484d30,0.1.0,2026-05-25T22:37:44+00:00
2021-01-22,0.99,-0.004434165943924867,0.09379071706341466,0,0.0,FF,400,synthetic-v1,F10_default,8c60af314f733f9a21dfba4b548baf5133d2926390bb194bd219b355655f397a,2484d30,0.1.0,2026-05-25T22:37:44+00:00
2021-01-25,0.99,-0.009873942047870564,0.09435164007447802,0,0.0,FF,400,synthetic-v1,F10_default,8c60af314f733f9a21dfba4b548baf5133d2926390bb194bd219b355655f397a,2484d30,0.1.0,2026-05-25T22:37:44+00:00
2021-01-26,0.99,0.017065233949784875,0.09409783832009563,0,0.0,FF,400,synthetic-v1,F10_default,8c60af314f733f9a21dfba4b548baf5133d2926390bb194bd219b355655f397a,2484d30,0.1.0,2026-05-25T22:37:44+00:00
2021-01-27,0.99,0.008852380147560504,0.09391689803394375,0,0.0,FF,400,synthetic-v1,F10_default,8c60af314f733f9a21dfba4b548baf5133d2926390bb194bd219b355655f397a,2484d30,0.1.0,2026-05-25T22:37:44+00:00
2021-01-28,0.99,-0.0032164788251436618,0.0945419589790357,0,0.0,FF,400,synthetic-v1,F10_default,8c60af314f733f9a21dfba4b548baf5133d2926390bb194bd219b355655f397a,2484d30,0.1.0,2026-05-25T22:37:44+00:00
2021-01-29,0.99,0.008307286761471583,0.09342726266949204,0,0.0,FF,400,synthetic-v1,F10_default,8c60af314f733f9a21dfba4b548baf5133d2926390bb194bd219b355655f397a,2484d30,0.1.0,2026-05-25T22:37:44+00:00
2021-02-01,0.99,0.014856710960575798,0.09205162227712248,0,0.0,FF,400,synthetic-v1,F10_default,8c60af314f733f9a21dfba4b548baf5133d2926390bb194bd219b355655f397a,2484d30,0.1.0,2026-05-25T22:37:44+00:00
2021-02-02,0.99,-0.007541844680420901,0.09219344844628363,0,0.0,FF,400,synthetic-v1,F10_default,8c60af314f733f9a21dfba4b548baf5133d2926390bb194bd219b355655f397a,2484d30,0.1.0,2026-05-25T22:37:44+00:00
2021-02-03,0.99,0.0002081182125236873,0.09204120969911272,0,0.0,FF,400,synthetic-v1,F10_default,8c60af314f733f9a21dfba4b548baf5133d2926390bb194bd219b355655f397a,2484d30,0.1.0,2026-05-25T22:37:44+00:00
2021-02-04,0.99,-0.0019177387180933027,0.09140442519596145,0,0.0,FF,400,synthetic-v1,F10_default,8c60af314f733f9a21dfba4b548baf5133d2926390bb194bd219b355655f397a,2484d30,0.1.0,2026-05-25T22:37:44+00:00
2021-02-05,0.99,0.004324299218752936,0.0883925214531416,0,0.0,FF,400,synthetic-v1,F10_default,8c60af314f733f9a21dfba4b548baf5133d2926390bb194bd219b355655f397a,2484d30,0.1.0,2026-05-25T22:37:44+00:00
2021-02-08,0.99,0.0069627072765257115,0.08843241345120316,0,0.0,FF,400,synthetic-v1,F10_default,8c60af314f733f9a21dfba4b548baf5133d2926390bb194bd219b355655f397a,2484d30,0.1.0,2026-05-25T22:37:44+00:00
2021-02-09,0.99,-0.01150861533711378,0.08659725693110017,0,0.0,FF,400,synthetic-v1,F10_default,8c60af314f733f9a21dfba4b548baf5133d2926390bb194bd219b355655f397a,2484d30,0.1.0,2026-05-25T22:37:44+00:00
2021-02-10,0.99,0.0023097023680193627,0.08667040605278853,0,0.0,FF,400,synthetic-v1,F10_default,8c60af314f733f9a21dfba4b548baf5133d2926390bb194bd219b355655f397a,2484d30,0.1.0,2026-05-25T22:37:44+00:00
2021-02-11,0.99,-0.03844328221893226,0.086702807338701,0,0.0,FF,400,synthetic-v1,F10_default,8c60af314f733f9a21dfba4b548baf5133d2926390bb194bd219b355655f397a,2484d30,0.1.0,2026-05-25T22:37:44+00:00
2021-02-12,0.99,-0.008983709561647492,0.09592850063366214,0,0.0,FF,400,synthetic-v1,F10_default,8c60af314f733f9a21dfba4b548baf5133d2926390bb194bd219b355655f397a,2484d30,0.1.0,2026-05-25T22:37:44+00:00
2021-02-15,0.99,-0.020095107537848104,0.09672406725762102,0,0.0,FF,400,synthetic-v1,F10_default,8c60af314f733f9a21dfba4b548baf5133d2926390bb194bd219b355655f397a,2484d30,0.1.0,2026-05-25T22:37:44+00:00
2021-02-16,0.99,-0.006246838365717074,0.09657842000464956,0,0.0,FF,400,synthetic-v1,F10_default,8c60af314f733f9a21dfba4b548baf5133d2926390bb194bd219b355655f397a,2484d30,0.1.0,2026-05-25T22:37:44+00:00
2021-02-17,0.99,0.03199262005587723,0.09685501172657937,0,0.0,FF,400,synthetic-v1,F10_default,8c60af314f733f9a21dfba4b548baf5133d2926390bb194bd219b355655f397a,2484d30,0.1.0,2026-05-25T22:37:44+00:00
2021-02-18,0.99,0.017140025088982713,0.09900742743365774,0,0.0,FF,400,synthetic-v1,F10_default,8c60af314f733f9a21dfba4b548baf5133d2926390bb194bd219b355655f397a,2484d30,0.1.0,2026-05-25T22:37:44+00:00
2021-02-19,0.99,0.011545908729222898,0.10006021702591722,0,0.0,FF,400,synthetic-v1,F10_default,8c60af314f733f9a21dfba4b548baf5133d2926390bb194bd219b355655f397a,2484d30,0.1.0,2026-05-25T22:37:44+00:00
2021-02-22,0.99,-0.023701812698934763,0.09990322772450667,0,0.0,FF,400,synthetic-v1,F10_default,8c60af314f733f9a21dfba4b548baf5133d2926390bb194bd219b355655f397a,2484d30,0.1.0,2026-05-25T22:37:44+00:00
2021-02-23,0.99,-0.0032892126797207377,0.09330272937496704,0,0.0,FF,400,synthetic-v1,F10_default,8c60af314f733f9a21dfba4b548baf5133d2926390bb194bd219b355655f397a,2484d30,0.1.0,2026-05-25T22:37:44+00:00
2021-02-24,0.99,-0.005394072322780664,0.09321939661071363,0,0.0,FF,400,synthetic-v1,F10_default,8c60af314f733f9a21dfba4b548baf5133d2926390bb194bd219b355655f397a,2484d30,0.1.0,2026-05-25T22:37:44+00:00
2021-02-25,0.99,-0.00493348182098238,0.09348122188035178,0,0.0,FF,400,synthetic-v1,F10_default,8c60af314f733f9a21dfba4b548baf5133d2926390bb194bd219b355655f397a,2484d30,0.1.0,2026-05-25T22:37:44+00:00
2021-02-26,0.99,0.0069717949066999815,0.09473828598884262,0,0.0,FF,400,synthetic-v1,F10_default,8c60af314f733f9a21dfba4b548baf5133d2926390bb194bd219b355655f397a,2484d30,0.1.0,2026-05-25T22:37:44+00:00
2021-03-01,0.99,0.04780036459702587,0.09483101619428695,0,0.0,FF,400,synthetic-v1,F10_default,8c60af314f733f9a21dfba4b548baf5133d2926390bb194bd219b355655f397a,2484d30,0.1.0,2026-05-25T22:37:44+00:00
2021-03-02,0.99,0.015497184619720474,0.10295429041815965,0,0.0,FF,400,synthetic-v1,F10_default,8c60af314f733f9a21dfba4b548baf5133d2926390bb194bd219b355655f397a,2484d30,0.1.0,2026-05-25T22:37:44+00:00
2021-03-03,0.99,-0.005382654679034774,0.10202915634658459,0,0.0,FF,400,synthetic-v1,F10_default,8c60af314f733f9a21dfba4b548baf5133d2926390bb194bd219b355655f397a,2484d30,0.1.0,2026-05-25T22:37:44+00:00
2021-03-04,0.99,-0.0022421851049581284,0.10225879291358812,0,0.0,FF,400,synthetic-v1,F10_default,8c60af314f733f9a21dfba4b548baf5133d2926390bb194bd219b355655f397a,2484d30,0.1.0,2026-05-25T22:37:44+00:00
2021-03-05,0.99,-0.0072322282315828166,0.10233804209473,0,0.0,FF,400,synthetic-v1,F10_default,8c60af314f733f9a21dfba4b548baf5133d2926390bb194bd219b355655f397a,2484d30,0.1.0,2026-05-25T22:37:44+00:00
2021-03-08,0.99,0.0011136595978332906,0.10235547533766062,0,0.0,FF,400,synthetic-v1,F10_default,8c60af314f733f9a21dfba4b548baf5133d2926390bb194bd219b355655f397a,2484d30,0.1.0,2026-05-25T22:37:44+00:00
2021-03-09,0.99,0.013552763814588628,0.10242182559551312,0,0.0,FF,400,synthetic-v1,F10_default,8c60af314f733f9a21dfba4b548baf5133d2926390bb194bd219b355655f397a,2484d30,0.1.0,2026-05-25T22:37:44+00:00
2021-03-10,0.99,-0.0194864925548058,0.10244654568443794,0,0.0,FF,400,synthetic-v1,F10_default,8c60af314f733f9a21dfba4b548baf5133d2926390bb194bd219b355655f397a,2484d30,0.1.0,2026-05-25T22:37:44+00:00
2021-03-11,0.99,-0.000640590519139484,0.1074388398082318,0,0.0,FF,400,synthetic-v1,F10_default,8c60af314f733f9a21dfba4b548baf5133d2926390bb194bd219b355655f397a,2484d30,0.1.0,2026-05-25T22:37:44+00:00
2021-03-12,0.99,0.0035762694267275747,0.10722845352378485,0,0.0,FF,400,synthetic-v1,F10_default,8c60af314f733f9a21dfba4b548baf5133d2926390bb194bd219b355655f397a,2484d30,0.1.0,2026-05-25T22:37:44+00:00
2021-03-15,0.99,-0.0053203952929934736,0.10734194683295416,0,0.0,FF,400,synthetic-v1,F10_default,8c60af314f733f9a21dfba4b548baf5133d2926390bb194bd219b355655f397a,2484d30,0.1.0,2026-05-25T22:37:44+00:00
2021-03-16,0.99,-0.014028466718745728,0.10773567462312127,0,0.0,FF,400,synthetic-v1,F10_default,8c60af314f733f9a21dfba4b548baf5133d2926390bb194bd219b355655f397a,2484d30,0.1.0,2026-05-25T22:37:44+00:00
2021-03-17,0.99,0.00905948841122288,0.10599059381597252,0,0.0,FF,400,synthetic-v1,F10_default,8c60af314f733f9a21dfba4b548baf5133d2926390bb194bd219b355655f397a,2484d30,0.1.0,2026-05-25T22:37:44+00:00
2021-03-18,0.99,0.017630699406602075,0.10731382361710586,0,0.0,FF,400,synthetic-v1,F10_default,8c60af314f733f9a21dfba4b548baf5133d2926390bb194bd219b355655f397a,2484d30,0.1.0,2026-05-25T22:37:44+00:00
2021-03-19,0.99,-0.006717937373451244,0.10696875415264759,0,0.0,FF,400,synthetic-v1,F10_default,8c60af314f733f9a21dfba4b548baf5133d2926390bb194bd219b355655f397a,2484d30,0.1.0,2026-05-25T22:37:44+00:00
2021-03-22,0.99,0.0024049975715691365,0.10598512124267544,0,0.0,FF,400,synthetic-v1,F10_default,8c60af314f733f9a21dfba4b548baf5133d2926390bb194bd219b355655f397a,2484d30,0.1.0,2026-05-25T22:37:44+00:00
2021-03-23,0.99,0.02025221867779847,0.10561007426175517,0,0.0,FF,400,synthetic-v1,F10_default,8c60af314f733f9a21dfba4b548baf5133d2926390bb194bd219b355655f397a,2484d30,0.1.0,2026-05-25T22:37:44+00:00
2021-03-24,0.99,0.002977457176662463,0.10628998175839041,0,0.0,FF,400,synthetic-v1,F10_default,8c60af314f733f9a21dfba4b548baf5133d2926390bb194bd219b355655f397a,2484d30,0.1.0,2026-05-25T22:37:44+00:00
