seed,design,theta_1,theta_2,theta_3,spectral_weight,portfolio_loading,contribution,run_id,config_hash,git_hash,code_version,run_timestamp
1840656233,dirichlet_mrv_alpha2,0.28597114669637785,0.39390090350030504,0.32012794980331716,0.002,1.0,1.0,F12_default,a37b1d5dd14918e1795478d719ed4c2473049eed441db5e9c4b4d5d2c4cb8a39,660f0ec,0.1.0,2026-05-25T18:35:28+00:00
2905929490,dirichlet_mrv_alpha2,0.5523153416106172,0.21236402313910488,0.2353206352502778,0.002,0.9999999999999999,0.9999999999999998,F12_default,a37b1d5dd14918e1795478d719ed4c2473049eed441db5e9c4b4d5d2c4cb8a39,660f0ec,0.1.0,2026-05-25T18:35:28+00:00
4102853956,dirichlet_mrv_alpha2,0.07731606442401151,0.33140534571223695,0.5912785898637515,0.002,1.0,1.0,F12_default,a37b1d5dd14918e1795478d719ed4c2473049eed441db5e9c4b4d5d2c4cb8a39,660f0ec,0.1.0,2026-05-25T18:35:28+00:00
4145851911,dirichlet_mrv_alpha2,0.3779593203789646,0.5760244003857906,0.04601627923524474,0.002,1.0,1.0,F12_default,a37b1d5dd14918e1795478d719ed4c2473049eed441db5e9c4b4d5d2c4cb8a39,660f0ec,0.1.0,2026-05-25T18:35:28+00:00
4119076100,dirichlet_mrv_alpha2,0.2132134522878938,0.20055510530789056,0.5862314424042155,0.002,0.9999999999999999,0.9999999999999998,F12_default,a37b1d5dd14918e1795478d719ed4c2473049eed441db5e9c4b4d5d2c4cb8a39,660f0ec,0.1.0,2026-05-25T18:35:28+00:00
3044343315,dirichlet_mrv_alpha2,0.41846596419237986,0.24264533470394317,0.33888870110367686,0.002,0.9999999999999999,0.9999999999999998,F12_default,a37b1d5dd14918e1795478d719ed4c2473049eed441db5e9c4b4d5d2c4cb8a39,660f0ec,0.1.0,2026-05-25T18:35:28+00:00
570691405,dirichlet_mrv_alpha2,0.19282865915844233,0.2704422123576531,0.5367291284839046,0.002,1.0,1.0,F12_default,a37b1d5dd14918e1795478d719ed4c2473049eed441db5e9c4b4d5d2c4cb8a39,660f0ec,0.1.0,2026-05-25T18:35:28+00:00
2538068093,dirichlet_mrv_alpha2,0.4679054533123118,0.40147976239547534,0.1306147842922129,0.002,1.0,1.0,F12_default,a37b1d5dd14918e1795478d719ed4c2473049eed441db5e9c4b4d5d2c4cb8a39,660f0ec,0.1.0,2026-05-25T18:35:28+00:00
2821571154,dirichlet_mrv_alpha2,0.30403062242664214,0.4379968901500303,0.2579724874233276,0.002,1.0,1.0,F12_default,a37b1d5dd14918e1795478d719ed4c2473049eed441db5e9c4b4d5d2c4cb8a39,660f0ec,0.1.0,2026-05-25T18:35:28+00:00
1525204624,dirichlet_mrv_alpha2,0.10779323449060113,0.4622572019980033,0.4299495635113956,0.002,1.0,1.0,F12_default,a37b1d5dd14918e1795478d719ed4c2473049eed441db5e9c4b4d5d2c4cb8a39,660f0ec,0.1.0,2026-05-25T18:35:28+00:00
3110770400,dirichlet_mrv_alpha2,0.7776761500514661,0.13531006881241817,0.08701378113611574,0.002,1.0,1.0,F12_default,a37b1d5dd14918e1795478d719ed4c2473049eed441db5e9c4b4d5d2c4cb8a39,660f0ec,0.1.0,2026-05-25T18:35:28+00:00
3097159409,dirichlet_mrv_alpha2,0.33820211012282025,0.16483014587386235,0.4969677440033174,0.002,1.0,1.0,F12_default,a37b1d5dd14918e1795478d719ed4c2473049eed441db5e9c4b4d5d2c4cb8a39,660f0ec,0.1.0,2026-05-25T18:35:28+00:00
1417530117,dirichlet_mrv_alpha2,0.042518184540256396,0.3402879259187019,0.6171938895410417,0.002,1.0,1.0,F12_default,a37b1d5dd14918e1795478d719ed4c2473049eed441db5e9c4b4d5d2c4cb8a39,660f0ec,0.1.0,2026-05-25T18:35:28+00:00
1829423515,dirichlet_mrv_alpha2,0.1566751261050512,0.6615044561195055,0.1818204177754433,0.002,1.0,1.0,F12_default,a37b1d5dd14918e1795478d719ed4c2473049eed441db5e9c4b4d5d2c4cb8a39,660f0ec,0.1.0,2026-05-25T18:35:28+00:00
1944744371,dirichlet_mrv_alpha2,0.428196453985854,0.4839364852385796,0.08786706077556655,0.002,1.0,1.0,F12_default,a37b1d5dd14918e1795478d719ed4c2473049eed441db5e9c4b4d5d2c4cb8a39,660f0ec,0.1.0,2026-05-25T18:35:28+00:00
2447536540,dirichlet_mrv_alpha2,0.21952639023644954,0.5689174398274736,0.21155616993607687,0.002,1.0,1.0,F12_default,a37b1d5dd14918e1795478d719ed4c2473049eed441db5e9c4b4d5d2c4cb8a39,660f0ec,0.1.0,2026-05-25T18:35:28+00:00
3312912574,dirichlet_mrv_alpha2,0.2333468692869043,0.7251933998736041,0.04145973083949163,0.002,1.0,1.0,F12_default,a37b1d5dd14918e1795478d719ed4c2473049eed441db5e9c4b4d5d2c4cb8a39,660f0ec,0.1.0,2026-05-25T18:35:28+00:00
3879320648,dirichlet_mrv_alpha2,0.4188734088988162,0.07145297341911093,0.5096736176820729,0.002,1.0,1.0,F12_default,a37b1d5dd14918e1795478d719ed4c2473049eed441db5e9c4b4d5d2c4cb8a39,660f0ec,0.1.0,2026-05-25T18:35:28+00:00
1882109946,dirichlet_mrv_alpha2,0.4979263165661036,0.17813616822831732,0.3239375152055791,0.002,1.0,1.0,F12_default,a37b1d5dd14918e1795478d719ed4c2473049eed441db5e9c4b4d5d2c4cb8a39,660f0ec,0.1.0,2026-05-25T18:35:28+00:00
3227119701,dirichlet_mrv_alpha2,0.2919663462079385,0.6461269981527589,0.06190665563930276,0.002,1.0000000000000002,1.0000000000000004,F12_default,a37b1d5dd14918e1795478d719ed4c2473049eed441db5e9c4b4d5d2c4cb8a39,660f0ec,0.1.0,2026-05-25T18:35:28+00:00
4163452834,dirichlet_mrv_alpha2,0.1613157999275059,0.35084143275526936,0.4878427673172247,0.002,1.0,1.0,F12_default,a37b1d5dd14918e1795478d719ed4c2473049eed441db5e9c4b4d5d2c4cb8a39,660f0ec,0.1.0,2026-05-25T18:35:28+00:00
3716795526,dirichlet_mrv_alpha2,0.3047316197798998,0.5232835855791881,0.17198479464091213,0.002,1.0,1.0,F12_default,a37b1d5dd14918e1795478d719ed4c2473049eed441db5e9c4b4d5d2c4cb8a39,660f0ec,0.1.0,2026-05-25T18:35:28+00:00
1649365701,dirichlet_mrv_alpha2,0.2216787210667454,0.42561610507473246,0.3527051738585221,0.002,1.0,1.0,F12_default,a37b1d5dd14918e1795478d719ed4c2473049eed441db5e9c4b4d5d2c4cb8a39,660f0ec,0.1.0,2026-05-25T18:35:28+00:00
2081502900,dirichlet_mrv_alpha2,0.1377071379094187,0.1649158690540977,0.6973769930364837,0.002,1.0,1.0,F12_default,a37b1d5dd14918e1795478d719ed4c2473049eed441db5e9c4b4d5d2c4cb8a39,660f0ec,0.1.0,2026-05-25T18:35:28+00:00
1896677008,dirichlet_mrv_alpha2,0.07163158441403983,0.7590748745997717,0.16929354098618843,0.002,1.0,1.0,F12_default,a37b1d5dd14918e1795478d719ed4c2473049eed441db5e9c4b4d5d2c4cb8a39,660f0ec,0.1.0,2026-05-25T18:35:28+00:00
2980656841,dirichlet_mrv_alpha2,0.7707522780622136,0.12707302688006464,0.10217469505772174,0.002,0.9999999999999999,0.9999999999999998,F12_default,a37b1d5dd14918e1795478d719ed4c2473049eed441db5e9c4b4d5d2c4cb8a39,660f0ec,0.1.0,2026-05-25T18:35:28+00:00
3277796389,dirichlet_mrv_alpha2,0.15947465632355826,0.4715674815462974,0.3689578621301443,0.002,1.0,1.0,F12_default,a37b1d5dd14918e1795478d719ed4c2473049eed441db5e9c4b4d5d2c4cb8a39,660f0ec,0.1.0,2026-05-25T18:35:28+00:00
1998517671,dirichlet_mrv_alpha2,0.6575906291414175,0.17497745404766094,0.16743191681092157,0.002,1.0,1.0,F12_default,a37b1d5dd14918e1795478d719ed4c2473049eed441db5e9c4b4d5d2c4cb8a39,660f0ec,0.1.0,2026-05-25T18:35:28+00:00
2196595977,dirichlet_mrv_alpha2,0.31424360501224047,0.09702774534396873,0.5887286496437908,0.002,1.0,1.0,F12_default,a37b1d5dd14918e1795478d719ed4c2473049eed441db5e9c4b4d5d2c4cb8a39,660f0ec,0.1.0,2026-05-25T18:35:28+00:00
2450289676,dirichlet_mrv_alpha2,0.10323437010926848,0.5270545700913688,0.36971105979936286,0.002,1.0000000000000002,1.0000000000000004,F12_default,a37b1d5dd14918e1795478d719ed4c2473049eed441db5e9c4b4d5d2c4cb8a39,660f0ec,0.1.0,2026-05-25T18:35:28+00:00
487167252,dirichlet_mrv_alpha2,0.5889467804402668,0.30710841866217453,0.10394480089755871,0.002,1.0,1.0,F12_default,a37b1d5dd14918e1795478d719ed4c2473049eed441db5e9c4b4d5d2c4cb8a39,660f0ec,0.1.0,2026-05-25T18:35:28+00:00
3855368930,dirichlet_mrv_alpha2,0.2675830597102089,0.43552814202820994,0.2968887982615812,0.002,1.0,1.0,F12_default,a37b1d5dd14918e1795478d719ed4c2473049eed441db5e9c4b4d5d2c4cb8a39,660f0ec,0.1.0,2026-05-25T18:35:28+00:00
347072269,dirichlet_mrv_alpha2,0.7179346076711376,0.13271614641388926,0.14934924591497317,0.002,1.0,1.0,F12_default,a37b1d5dd14918e1795478d719ed4c2473049eed441db5e9c4b4d5d2c4cb8a39,660f0ec,0.1.0,2026-05-25T18:35:28+00:00
1411633320,dirichlet_mrv_alpha2,0.24177232749824062,0.4745004760411493,0.2837271964606101,0.002,1.0,1.0,F12_default,a37b1d5dd14918e1795478d719ed4c2473049eed441db5e9c4b4d5d2c4cb8a39,660f0ec,0.1.0,2026-05-25T18:35:28+00:00
2351450581,dirichlet_mrv_alpha2,0.3669050055063228,0.13776317115361986,0.4953318233400574,0.002,1.0,1.0,F12_default,a37b1d5dd14918e1795478d719ed4c2473049eed441db5e9c4b4d5d2c4cb8a39,660f0ec,0.1.0,2026-05-25T18:35:28+00:00
3088554964,dirichlet_mrv_alpha2,0.1602235718291831,0.6703463463136062,0.1694300818572106,0.002,1.0,1.0,F12_default,a37b1d5dd14918e1795478d719ed4c2473049eed441db5e9c4b4d5d2c4cb8a39,660f0ec,0.1.0,2026-05-25T18:35:28+00:00
3865943367,dirichlet_mrv_alpha2,0.13207147465633284,0.44357784643379783,0.4243506789098693,0.002,1.0,1.0,F12_default,a37b1d5dd14918e1795478d719ed4c2473049eed441db5e9c4b4d5d2c4cb8a39,660f0ec,0.1.0,2026-05-25T18:35:28+00:00
3725302650,dirichlet_mrv_alpha2,0.14523286131427265,0.42295666161561407,0.43181047707011333,0.002,1.0,1.0,F12_default,a37b1d5dd14918e1795478d719ed4c2473049eed441db5e9c4b4d5d2c4cb8a39,660f0ec,0.1.0,2026-05-25T18:35:28+00:00
1756645237,dirichlet_mrv_alpha2,0.3752521619278857,0.3771249220161406,0.24762291605597364,0.002,0.9999999999999999,0.9999999999999998,F12_default,a37b1d5dd14918e1795478d719ed4c2473049eed441db5e9c4b4d5d2c4cb8a39,660f0ec,0.1.0,2026-05-25T18:35:28+00:00
2420228133,dirichlet_mrv_alpha2,0.2815080547733967,0.4229115362092646,0.2955804090173388,0.002,1.0,1.0,F12_default,a37b1d5dd14918e1795478d719ed4c2473049eed441db5e9c4b4d5d2c4cb8a39,660f0ec,0.1.0,2026-05-25T18:35:28+00:00
1242216887,dirichlet_mrv_alpha2,0.3326808587906507,0.16290645105468535,0.504412690154664,0.002,1.0,1.0,F12_default,a37b1d5dd14918e1795478d719ed4c2473049eed441db5e9c4b4d5d2c4cb8a39,660f0ec,0.1.0,2026-05-25T18:35:28+00:00
3797524567,dirichlet_mrv_alpha2,0.18505896406867609,0.5809952992525156,0.23394573667880827,0.002,0.9999999999999999,0.9999999999999998,F12_default,a37b1d5dd14918e1795478d719ed4c2473049eed441db5e9c4b4d5d2c4cb8a39,660f0ec,0.1.0,2026-05-25T18:35:28+00:00
2732682727,dirichlet_mrv_alpha2,0.1427896335235826,0.38976614576240054,0.4674442207140169,0.002,1.0,1.0,F12_default,a37b1d5dd14918e1795478d719ed4c2473049eed441db5e9c4b4d5d2c4cb8a39,660f0ec,0.1.0,2026-05-25T18:35:28+00:00
4151260031,dirichlet_mrv_alpha2,0.5461113486626995,0.3853746539192451,0.06851399741805535,0.002,0.9999999999999999,0.9999999999999998,F12_default,a37b1d5dd14918e1795478d719ed4c2473049eed441db5e9c4b4d5d2c4cb8a39,660f0ec,0.1.0,2026-05-25T18:35:28+00:00
3912277520,dirichlet_mrv_alpha2,0.46861690138167994,0.33231496326807103,0.19906813535024917,0.002,1.0000000000000002,1.0000000000000004,F12_default,a37b1d5dd14918e1795478d719ed4c2473049eed441db5e9c4b4d5d2c4cb8a39,660f0ec,0.1.0,2026-05-25T18:35:28+00:00
951093661,dirichlet_mrv_alpha2,0.20269574933724824,0.19026687529170477,0.6070373753710469,0.002,0.9999999999999999,0.9999999999999998,F12_default,a37b1d5dd14918e1795478d719ed4c2473049eed441db5e9c4b4d5d2c4cb8a39,660f0ec,0.1.0,2026-05-25T18:35:28+00:00
1467013549,dirichlet_mrv_alpha2,0.5819646863934369,0.1704064010181579,0.24762891258840525,0.002,1.0,1.0,F12_default,a37b1d5dd14918e1795478d719ed4c2473049eed441db5e9c4b4d5d2c4cb8a39,660f0ec,0.1.0,2026-05-25T18:35:28+00:00
4133824984,dirichlet_mrv_alpha2,0.4542949235749442,0.39259088276302745,0.15311419366202844,0.002,1.0,1.0,F12_default,a37b1d5dd14918e1795478d719ed4c2473049eed441db5e9c4b4d5d2c4cb8a39,660f0ec,0.1.0,2026-05-25T18:35:28+00:00
2020571677,dirichlet_mrv_alpha2,0.35340969206500356,0.5356993670307063,0.11089094090429004,0.002,0.9999999999999999,0.9999999999999998,F12_default,a37b1d5dd14918e1795478d719ed4c2473049eed441db5e9c4b4d5d2c4cb8a39,660f0ec,0.1.0,2026-05-25T18:35:28+00:00
411093214,dirichlet_mrv_alpha2,0.5049106174648591,0.05148212431388698,0.44360725822125385,0.002,1.0,1.0,F12_default,a37b1d5dd14918e1795478d719ed4c2473049eed441db5e9c4b4d5d2c4cb8a39,660f0ec,0.1.0,2026-05-25T18:35:28+00:00
2638161178,dirichlet_mrv_alpha2,0.11154233779071533,0.16426429662856118,0.7241933655807234,0.002,1.0,1.0,F12_default,a37b1d5dd14918e1795478d719ed4c2473049eed441db5e9c4b4d5d2c4cb8a39,660f0ec,0.1.0,2026-05-25T18:35:28+00:00
4272125172,dirichlet_mrv_alpha2,0.10569351662488022,0.7871814377955308,0.10712504557958895,0.002,1.0,1.0,F12_default,a37b1d5dd14918e1795478d719ed4c2473049eed441db5e9c4b4d5d2c4cb8a39,660f0ec,0.1.0,2026-05-25T18:35:28+00:00
1189929427,dirichlet_mrv_alpha2,0.6327403366553686,0.20505536760569137,0.16220429573894016,0.002,1.0000000000000002,1.0000000000000004,F12_default,a37b1d5dd14918e1795478d719ed4c2473049eed441db5e9c4b4d5d2c4cb8a39,660f0ec,0.1.0,2026-05-25T18:35:28+00:00
3885468431,dirichlet_mrv_alpha2,0.16063319601754103,0.5935634134827503,0.24580339049970848,0.002,0.9999999999999998,0.9999999999999996,F12_default,a37b1d5dd14918e1795478d719ed4c2473049eed441db5e9c4b4d5d2c4cb8a39,660f0ec,0.1.0,2026-05-25T18:35:28+00:00
414747776,dirichlet_mrv_alpha2,0.3357162096422178,0.3257536683461356,0.33853012201164656,0.002,1.0,1.0,F12_default,a37b1d5dd14918e1795478d719ed4c2473049eed441db5e9c4b4d5d2c4cb8a39,660f0ec,0.1.0,2026-05-25T18:35:28+00:00
1222893762,dirichlet_mrv_alpha2,0.3150304431134511,0.18012035472109766,0.5048492021654513,0.002,1.0,1.0,F12_default,a37b1d5dd14918e1795478d719ed4c2473049eed441db5e9c4b4d5d2c4cb8a39,660f0ec,0.1.0,2026-05-25T18:35:28+00:00
1673976286,dirichlet_mrv_alpha2,0.358540193153673,0.3902157867054298,0.2512440201408972,0.002,1.0,1.0,F12_default,a37b1d5dd14918e1795478d719ed4c2473049eed441db5e9c4b4d5d2c4cb8a39,660f0ec,0.1.0,2026-05-25T18:35:28+00:00
1523767056,dirichlet_mrv_alpha2,0.04758641633515703,0.11607933111861948,0.8363342525462235,0.002,1.0,1.0,F12_default,a37b1d5dd14918e1795478d719ed4c2473049eed441db5e9c4b4d5d2c4cb8a39,660f0ec,0.1.0,2026-05-25T18:35:28+00:00
1776849541,dirichlet_mrv_alpha2,0.06989149317327552,0.7818887081436704,0.1482197986830542,0.002,1.0,1.0,F12_default,a37b1d5dd14918e1795478d719ed4c2473049eed441db5e9c4b4d5d2c4cb8a39,660f0ec,0.1.0,2026-05-25T18:35:28+00:00
3534267186,dirichlet_mrv_alpha2,0.3782270681410052,0.20843619144953204,0.41333674040946283,0.002,1.0,1.0,F12_default,a37b1d5dd14918e1795478d719ed4c2473049eed441db5e9c4b4d5d2c4cb8a39,660f0ec,0.1.0,2026-05-25T18:35:28+00:00
2613194826,dirichlet_mrv_alpha2,0.19384745716381563,0.6351332961431608,0.1710192466930236,0.002,1.0,1.0,F12_default,a37b1d5dd14918e1795478d719ed4c2473049eed441db5e9c4b4d5d2c4cb8a39,660f0ec,0.1.0,2026-05-25T18:35:28+00:00
3886981451,dirichlet_mrv_alpha2,0.46432956818694576,0.37406851807451363,0.16160191373854055,0.002,1.0,1.0,F12_default,a37b1d5dd14918e1795478d719ed4c2473049eed441db5e9c4b4d5d2c4cb8a39,660f0ec,0.1.0,2026-05-25T18:35:28+00:00
895665260,dirichlet_mrv_alpha2,0.557097079273479,0.28162204858695594,0.16128087213956516,0.002,1.0,1.0,F12_default,a37b1d5dd14918e1795478d719ed4c2473049eed441db5e9c4b4d5d2c4cb8a39,660f0ec,0.1.0,2026-05-25T18:35:28+00:00
1088734185,dirichlet_mrv_alpha2,0.017219899822566585,0.48768893744973907,0.49509116272769443,0.002,1.0,1.0,F12_default,a37b1d5dd14918e1795478d719ed4c2473049eed441db5e9c4b4d5d2c4cb8a39,660f0ec,0.1.0,2026-05-25T18:35:28+00:00
903555952,dirichlet_mrv_alpha2,0.4691156701577884,0.2817237465250693,0.24916058331714228,0.002,1.0,1.0,F12_default,a37b1d5dd14918e1795478d719ed4c2473049eed441db5e9c4b4d5d2c4cb8a39,660f0ec,0.1.0,2026-05-25T18:35:28+00:00
2305892803,dirichlet_mrv_alpha2,0.4315101113472522,0.2456515916856443,0.3228382969671036,0.002,1.0,1.0,F12_default,a37b1d5dd14918e1795478d719ed4c2473049eed441db5e9c4b4d5d2c4cb8a39,660f0ec,0.1.0,2026-05-25T18:35:28+00:00
3089560248,dirichlet_mrv_alpha2,0.3387401659960026,0.58208634525478,0.07917348874921752,0.002,1.0,1.0,F12_default,a37b1d5dd14918e1795478d719ed4c2473049eed441db5e9c4b4d5d2c4cb8a39,660f0ec,0.1.0,2026-05-25T18:35:28+00:00
2971373843,dirichlet_mrv_alpha2,0.5211897271201024,0.213669368818884,0.26514090406101365,0.002,1.0,1.0,F12_default,a37b1d5dd14918e1795478d719ed4c2473049eed441db5e9c4b4d5d2c4cb8a39,660f0ec,0.1.0,2026-05-25T18:35:28+00:00
