date,loss,var_99,es_99,var_995,es_995,estimator,window,crisis_flag,data_vintage,run_id,config_hash,git_hash,code_version,run_timestamp
2020-10-28,-0.010429560068446399,0.06723788911419404,0.09888444430363305,0.08392329621364726,0.1230071213241676,independent,400,0,synthetic-v1,F9_default,ab28b8cf35d72adba1224d88adfbe86e39d13ce6ab49a2f4a58855b93ab6ec1e,ff4006c,0.1.0,2026-05-26T14:40:38+00:00
2020-10-29,0.0044434388481822806,0.06973206950272046,0.10312905607932644,,,independent,400,0,synthetic-v1,F9_default,ab28b8cf35d72adba1224d88adfbe86e39d13ce6ab49a2f4a58855b93ab6ec1e,ff4006c,0.1.0,2026-05-26T14:40:38+00:00
2020-10-30,0.007050234974400004,0.07006214296452094,0.10329871423538294,0.08779238660321166,0.12872275682205617,independent,400,0,synthetic-v1,F9_default,ab28b8cf35d72adba1224d88adfbe86e39d13ce6ab49a2f4a58855b93ab6ec1e,ff4006c,0.1.0,2026-05-26T14:40:38+00:00
2020-11-02,0.00653735719279403,0.06982267841558727,0.1026492931411422,0.08722725356235911,0.12760878072387588,independent,400,0,synthetic-v1,F9_default,ab28b8cf35d72adba1224d88adfbe86e39d13ce6ab49a2f4a58855b93ab6ec1e,ff4006c,0.1.0,2026-05-26T14:40:38+00:00
2020-11-03,-0.022751016281054897,0.0701009176058577,0.10339028388577665,0.08782846321702084,0.12866659356161572,independent,400,0,synthetic-v1,F9_default,ab28b8cf35d72adba1224d88adfbe86e39d13ce6ab49a2f4a58855b93ab6ec1e,ff4006c,0.1.0,2026-05-26T14:40:38+00:00
2020-11-04,0.00728758990826297,0.06949444943647175,0.10213522559100019,0.0867752617791678,0.12692199792941583,independent,400,0,synthetic-v1,F9_default,ab28b8cf35d72adba1224d88adfbe86e39d13ce6ab49a2f4a58855b93ab6ec1e,ff4006c,0.1.0,2026-05-26T14:40:38+00:00
2020-11-05,-0.0059466547817558025,0.06908827906125488,0.10169344456216785,0.0865339790446621,0.12639901142837937,independent,400,0,synthetic-v1,F9_default,ab28b8cf35d72adba1224d88adfbe86e39d13ce6ab49a2f4a58855b93ab6ec1e,ff4006c,0.1.0,2026-05-26T14:40:38+00:00
2020-11-06,-0.006545730651270614,0.06908919747982264,0.1013062215378298,0.08625527843572052,0.12577262488152105,independent,400,0,synthetic-v1,F9_default,ab28b8cf35d72adba1224d88adfbe86e39d13ce6ab49a2f4a58855b93ab6ec1e,ff4006c,0.1.0,2026-05-26T14:40:38+00:00
2020-11-09,0.007185388003963366,0.06910344360975267,0.10103112785992187,0.08621833242561583,0.1255661095478928,independent,400,0,synthetic-v1,F9_default,ab28b8cf35d72adba1224d88adfbe86e39d13ce6ab49a2f4a58855b93ab6ec1e,ff4006c,0.1.0,2026-05-26T14:40:38+00:00
2020-11-10,0.0053203001707479314,0.07054841105784508,0.10394150465445126,0.08862852614798146,0.12963835980385396,independent,400,0,synthetic-v1,F9_default,ab28b8cf35d72adba1224d88adfbe86e39d13ce6ab49a2f4a58855b93ab6ec1e,ff4006c,0.1.0,2026-05-26T14:40:38+00:00
2020-11-11,0.020470437810142975,0.07026947321521855,0.10352606107621624,0.08794478746941078,0.12909820846042597,independent,400,0,synthetic-v1,F9_default,ab28b8cf35d72adba1224d88adfbe86e39d13ce6ab49a2f4a58855b93ab6ec1e,ff4006c,0.1.0,2026-05-26T14:40:38+00:00
2020-11-12,0.01004045554770666,0.07037141337851296,0.10366352515381569,0.0879676554726586,0.1291194659504128,independent,400,0,synthetic-v1,F9_default,ab28b8cf35d72adba1224d88adfbe86e39d13ce6ab49a2f4a58855b93ab6ec1e,ff4006c,0.1.0,2026-05-26T14:40:38+00:00
2020-11-13,-0.006136861492937556,0.07044657071362914,0.10373349692617499,0.08812862519740358,0.12927668702403353,independent,400,0,synthetic-v1,F9_default,ab28b8cf35d72adba1224d88adfbe86e39d13ce6ab49a2f4a58855b93ab6ec1e,ff4006c,0.1.0,2026-05-26T14:40:38+00:00
2020-11-16,-0.013050272035155703,0.06969850993643484,0.10269322437878808,0.08733405046268444,0.12778610353057623,independent,400,0,synthetic-v1,F9_default,ab28b8cf35d72adba1224d88adfbe86e39d13ce6ab49a2f4a58855b93ab6ec1e,ff4006c,0.1.0,2026-05-26T14:40:38+00:00
2020-11-17,-0.029934896167537212,0.0695884982327969,0.10225986301951251,0.08701305110606308,0.12735964318668053,independent,400,0,synthetic-v1,F9_default,ab28b8cf35d72adba1224d88adfbe86e39d13ce6ab49a2f4a58855b93ab6ec1e,ff4006c,0.1.0,2026-05-26T14:40:38+00:00
2020-11-18,0.009988893518548784,0.06939980249929402,0.1022121822877729,0.08684064674155959,0.1271564148235901,independent,400,0,synthetic-v1,F9_default,ab28b8cf35d72adba1224d88adfbe86e39d13ce6ab49a2f4a58855b93ab6ec1e,ff4006c,0.1.0,2026-05-26T14:40:38+00:00
2020-11-19,0.0033756572136722112,0.06968418568781733,0.10271168315927785,0.08770076812753592,0.12770176343547374,independent,400,0,synthetic-v1,F9_default,ab28b8cf35d72adba1224d88adfbe86e39d13ce6ab49a2f4a58855b93ab6ec1e,ff4006c,0.1.0,2026-05-26T14:40:38+00:00
2020-11-20,-0.02458343197806696,0.07007785273413801,0.10307054082156199,0.08783077835013724,0.1284262335932686,independent,400,0,synthetic-v1,F9_default,ab28b8cf35d72adba1224d88adfbe86e39d13ce6ab49a2f4a58855b93ab6ec1e,ff4006c,0.1.0,2026-05-26T14:40:38+00:00
2020-11-23,0.005624452506437937,0.06995771962184107,0.10310041910877395,,,independent,400,0,synthetic-v1,F9_default,ab28b8cf35d72adba1224d88adfbe86e39d13ce6ab49a2f4a58855b93ab6ec1e,ff4006c,0.1.0,2026-05-26T14:40:38+00:00
2020-11-24,-0.008657659166604695,0.06989205876271343,0.10301796993582915,0.08763117072454378,0.12816215603361297,independent,400,0,synthetic-v1,F9_default,ab28b8cf35d72adba1224d88adfbe86e39d13ce6ab49a2f4a58855b93ab6ec1e,ff4006c,0.1.0,2026-05-26T14:40:38+00:00
2020-11-25,0.002095091045658936,0.0699021611598078,0.10266828686307236,0.08726034178154476,0.12780080788165682,independent,400,0,synthetic-v1,F9_default,ab28b8cf35d72adba1224d88adfbe86e39d13ce6ab49a2f4a58855b93ab6ec1e,ff4006c,0.1.0,2026-05-26T14:40:38+00:00
2020-11-26,0.009054023097270502,0.06988858798884444,0.1024750946703119,0.08743722652119829,0.1277530694950654,independent,400,0,synthetic-v1,F9_default,ab28b8cf35d72adba1224d88adfbe86e39d13ce6ab49a2f4a58855b93ab6ec1e,ff4006c,0.1.0,2026-05-26T14:40:38+00:00
2020-11-27,0.0037116286839878176,0.06961039249736886,0.10230313360816601,0.08706235457910186,0.12719868581827548,independent,400,0,synthetic-v1,F9_default,ab28b8cf35d72adba1224d88adfbe86e39d13ce6ab49a2f4a58855b93ab6ec1e,ff4006c,0.1.0,2026-05-26T14:40:38+00:00
2020-11-30,0.009711675272767922,0.0698393887308135,0.1027217064082957,0.08754178003864131,0.127840573665223,independent,400,0,synthetic-v1,F9_default,ab28b8cf35d72adba1224d88adfbe86e39d13ce6ab49a2f4a58855b93ab6ec1e,ff4006c,0.1.0,2026-05-26T14:40:38+00:00
2020-12-01,0.0005476802281770474,0.0705057384320428,0.10429820267186404,0.08849840299973559,0.13012597962497874,independent,400,0,synthetic-v1,F9_default,ab28b8cf35d72adba1224d88adfbe86e39d13ce6ab49a2f4a58855b93ab6ec1e,ff4006c,0.1.0,2026-05-26T14:40:38+00:00
2020-12-02,-0.0007210598551840746,0.07065889343773057,0.10450246614471392,0.08868616831283813,0.1301609520259541,independent,400,0,synthetic-v1,F9_default,ab28b8cf35d72adba1224d88adfbe86e39d13ce6ab49a2f4a58855b93ab6ec1e,ff4006c,0.1.0,2026-05-26T14:40:38+00:00
2020-12-03,-0.002086470439533605,0.0703613937737892,0.10424273994183247,0.08856050315832892,0.1299991364272711,independent,400,0,synthetic-v1,F9_default,ab28b8cf35d72adba1224d88adfbe86e39d13ce6ab49a2f4a58855b93ab6ec1e,ff4006c,0.1.0,2026-05-26T14:40:38+00:00
2020-12-04,0.005664158284172169,0.07062915179431246,0.10414184750962013,0.08844699837068971,0.13003662935433488,independent,400,0,synthetic-v1,F9_default,ab28b8cf35d72adba1224d88adfbe86e39d13ce6ab49a2f4a58855b93ab6ec1e,ff4006c,0.1.0,2026-05-26T14:40:38+00:00
2020-12-07,-0.0006072990486531875,0.07088350510194845,0.10451381712557134,0.08909492437106381,0.1303173809319251,independent,400,0,synthetic-v1,F9_default,ab28b8cf35d72adba1224d88adfbe86e39d13ce6ab49a2f4a58855b93ab6ec1e,ff4006c,0.1.0,2026-05-26T14:40:38+00:00
2020-12-08,-0.008612782472041442,0.06966692449012449,0.10245948267769027,0.08717904209525097,0.12737929420446922,independent,400,0,synthetic-v1,F9_default,ab28b8cf35d72adba1224d88adfbe86e39d13ce6ab49a2f4a58855b93ab6ec1e,ff4006c,0.1.0,2026-05-26T14:40:38+00:00
2020-12-09,-0.012366971225369998,0.0701703146912243,0.10349670890302644,0.08797350954348455,0.12896234320297323,independent,400,0,synthetic-v1,F9_default,ab28b8cf35d72adba1224d88adfbe86e39d13ce6ab49a2f4a58855b93ab6ec1e,ff4006c,0.1.0,2026-05-26T14:40:38+00:00
2020-12-10,-0.01654596030289077,0.07126084802791316,0.10602331383619992,0.08973895405463811,0.13234673500397443,independent,400,0,synthetic-v1,F9_default,ab28b8cf35d72adba1224d88adfbe86e39d13ce6ab49a2f4a58855b93ab6ec1e,ff4006c,0.1.0,2026-05-26T14:40:38+00:00
2020-12-11,0.005357832372400316,0.07255485314344613,0.10841767510219963,0.0913013179334569,0.1357532740202524,independent,400,0,synthetic-v1,F9_default,ab28b8cf35d72adba1224d88adfbe86e39d13ce6ab49a2f4a58855b93ab6ec1e,ff4006c,0.1.0,2026-05-26T14:40:38+00:00
2020-12-14,0.006228214000082855,0.07289528715842596,0.10904756182490304,0.09202766922037202,0.1368132557360699,independent,400,0,synthetic-v1,F9_default,ab28b8cf35d72adba1224d88adfbe86e39d13ce6ab49a2f4a58855b93ab6ec1e,ff4006c,0.1.0,2026-05-26T14:40:38+00:00
2020-12-15,0.00125930137284703,0.07301927271686148,0.1090507085120854,0.09170951733312419,0.13670599553746487,independent,400,0,synthetic-v1,F9_default,ab28b8cf35d72adba1224d88adfbe86e39d13ce6ab49a2f4a58855b93ab6ec1e,ff4006c,0.1.0,2026-05-26T14:40:38+00:00
2020-12-16,-0.018583954567314473,0.07300722634425752,0.10917051350592386,0.09192708851745549,0.13692996572595229,independent,400,0,synthetic-v1,F9_default,ab28b8cf35d72adba1224d88adfbe86e39d13ce6ab49a2f4a58855b93ab6ec1e,ff4006c,0.1.0,2026-05-26T14:40:38+00:00
2020-12-17,-0.016004853390041818,0.07510150271974109,0.11359459345218677,0.09522408760563231,0.14330277598367236,independent,400,0,synthetic-v1,F9_default,ab28b8cf35d72adba1224d88adfbe86e39d13ce6ab49a2f4a58855b93ab6ec1e,ff4006c,0.1.0,2026-05-26T14:40:38+00:00
2020-12-18,-0.005092493457294911,0.07486739032404578,0.11335200556857725,0.0947758612216641,0.14279325824556144,independent,400,0,synthetic-v1,F9_default,ab28b8cf35d72adba1224d88adfbe86e39d13ce6ab49a2f4a58855b93ab6ec1e,ff4006c,0.1.0,2026-05-26T14:40:38+00:00
2020-12-21,0.020207806328116185,0.07553606020565609,0.11400187699605611,0.09559727786987096,0.14384464962859575,independent,400,0,synthetic-v1,F9_default,ab28b8cf35d72adba1224d88adfbe86e39d13ce6ab49a2f4a58855b93ab6ec1e,ff4006c,0.1.0,2026-05-26T14:40:38+00:00
2020-12-22,-0.0020545714311274235,0.07570448251984091,0.11452292921772916,0.09594225355890819,0.14454132755394541,independent,400,0,synthetic-v1,F9_default,ab28b8cf35d72adba1224d88adfbe86e39d13ce6ab49a2f4a58855b93ab6ec1e,ff4006c,0.1.0,2026-05-26T14:40:38+00:00
2020-12-23,-0.013009004956661702,0.07564094860541665,0.11416827462944482,0.09569742550043958,0.14404551645177482,independent,400,0,synthetic-v1,F9_default,ab28b8cf35d72adba1224d88adfbe86e39d13ce6ab49a2f4a58855b93ab6ec1e,ff4006c,0.1.0,2026-05-26T14:40:38+00:00
2020-12-24,0.002035378532765167,0.07534480368220772,0.11368478530648182,0.0954113599810327,0.1433257221352373,independent,400,0,synthetic-v1,F9_default,ab28b8cf35d72adba1224d88adfbe86e39d13ce6ab49a2f4a58855b93ab6ec1e,ff4006c,0.1.0,2026-05-26T14:40:38+00:00
2020-12-25,0.015686173447103057,0.07561130421158556,0.1139609228518444,0.09554614504740978,0.14389460313808916,independent,400,0,synthetic-v1,F9_default,ab28b8cf35d72adba1224d88adfbe86e39d13ce6ab49a2f4a58855b93ab6ec1e,ff4006c,0.1.0,2026-05-26T14:40:38+00:00
2020-12-28,-0.001252557575919691,0.07527324008393413,0.11372076335120883,0.095426976160411,0.14325476785244323,independent,400,0,synthetic-v1,F9_default,ab28b8cf35d72adba1224d88adfbe86e39d13ce6ab49a2f4a58855b93ab6ec1e,ff4006c,0.1.0,2026-05-26T14:40:38+00:00
2020-12-29,0.015411419372123552,0.07560353884521621,0.11415792067041969,0.0956203095433907,0.14388848740358928,independent,400,0,synthetic-v1,F9_default,ab28b8cf35d72adba1224d88adfbe86e39d13ce6ab49a2f4a58855b93ab6ec1e,ff4006c,0.1.0,2026-05-26T14:40:38+00:00
2020-12-30,0.004144669216093049,0.07584365519123638,0.11467100676594569,0.09596911121812288,0.1446681476659149,independent,400,0,synthetic-v1,F9_default,ab28b8cf35d72adba1224d88adfbe86e39d13ce6ab49a2f4a58855b93ab6ec1e,ff4006c,0.1.0,2026-05-26T14:40:38+00:00
2020-12-31,0.01756185992644891,0.07569715915804597,0.1145531150209145,0.09589383134029583,0.14430387651824098,independent,400,0,synthetic-v1,F9_default,ab28b8cf35d72adba1224d88adfbe86e39d13ce6ab49a2f4a58855b93ab6ec1e,ff4006c,0.1.0,2026-05-26T14:40:38+00:00
2021-01-01,0.014143409903299792,0.07318441570144316,0.11010165865229385,0.09240010620411684,0.13856013968832037,independent,400,0,synthetic-v1,F9_default,ab28b8cf35d72adba1224d88adfbe86e39d13ce6ab49a2f4a58855b93ab6ec1e,ff4006c,0.1.0,2026-05-26T14:40:38+00:00
2021-01-04,0.02269301927439863,0.07299663873006447,0.10969120912625524,0.09213676705044815,0.13810383057270278,independent,400,0,synthetic-v1,F9_default,ab28b8cf35d72adba1224d88adfbe86e39d13ce6ab49a2f4a58855b93ab6ec1e,ff4006c,0.1.0,2026-05-26T14:40:38+00:00
2021-01-05,0.0015385363778586511,0.0723823977131555,0.10860632521564528,0.09140325306556003,0.13655127337972883,independent,400,0,synthetic-v1,F9_default,ab28b8cf35d72adba1224d88adfbe86e39d13ce6ab49a2f4a58855b93ab6ec1e,ff4006c,0.1.0,2026-05-26T14:40:38+00:00
2021-01-06,0.02773291838793851,0.07255836891212625,0.10901631585626308,0.0918294287143055,0.13720437363651267,independent,400,0,synthetic-v1,F9_default,ab28b8cf35d72adba1224d88adfbe86e39d13ce6ab49a2f4a58855b93ab6ec1e,ff4006c,0.1.0,2026-05-26T14:40:38+00:00
2021-01-07,-0.003507463613473128,0.06598391349038407,0.09944827635645279,0.08333112043419984,0.12547377547034005,independent,400,0,synthetic-v1,F9_default,ab28b8cf35d72adba1224d88adfbe86e39d13ce6ab49a2f4a58855b93ab6ec1e,ff4006c,0.1.0,2026-05-26T14:40:38+00:00
2021-01-08,0.011459773663401292,0.08195896250193274,0.1354023582616194,0.10751423929073542,0.17776479866168116,independent,400,0,synthetic-v1,F9_default,ab28b8cf35d72adba1224d88adfbe86e39d13ce6ab49a2f4a58855b93ab6ec1e,ff4006c,0.1.0,2026-05-26T14:40:38+00:00
2021-01-11,-0.007059441974846398,0.08051837832543338,0.1321012020044647,0.10534330926565613,0.1728508274363752,independent,400,0,synthetic-v1,F9_default,ab28b8cf35d72adba1224d88adfbe86e39d13ce6ab49a2f4a58855b93ab6ec1e,ff4006c,0.1.0,2026-05-26T14:40:38+00:00
2021-01-12,0.010056045265620667,0.08003653256161777,0.13087921981291062,0.10473874064538295,0.1709588940782954,independent,400,0,synthetic-v1,F9_default,ab28b8cf35d72adba1224d88adfbe86e39d13ce6ab49a2f4a58855b93ab6ec1e,ff4006c,0.1.0,2026-05-26T14:40:38+00:00
2021-01-13,0.0077541101082847985,0.07967060213624773,0.12994987629496335,0.10387060257581882,0.16969142452319932,independent,400,0,synthetic-v1,F9_default,ab28b8cf35d72adba1224d88adfbe86e39d13ce6ab49a2f4a58855b93ab6ec1e,ff4006c,0.1.0,2026-05-26T14:40:38+00:00
2021-01-14,0.002538046409935904,0.07976150797837961,0.1303078396630057,0.10410133052779204,0.17023435530683695,independent,400,0,synthetic-v1,F9_default,ab28b8cf35d72adba1224d88adfbe86e39d13ce6ab49a2f4a58855b93ab6ec1e,ff4006c,0.1.0,2026-05-26T14:40:38+00:00
2021-01-15,-0.009350293018262746,0.08019240905759346,0.13066634230691465,0.10456232028022262,0.17076169516383197,independent,400,0,synthetic-v1,F9_default,ab28b8cf35d72adba1224d88adfbe86e39d13ce6ab49a2f4a58855b93ab6ec1e,ff4006c,0.1.0,2026-05-26T14:40:38+00:00
2021-01-18,0.0005157433061080693,0.08029136376760354,0.13097640488549384,0.10487265725344183,0.17115553968043307,independent,400,0,synthetic-v1,F9_default,ab28b8cf35d72adba1224d88adfbe86e39d13ce6ab49a2f4a58855b93ab6ec1e,ff4006c,0.1.0,2026-05-26T14:40:38+00:00
2021-01-19,0.006971103119191727,0.08054061486021054,0.13169159578000478,0.1052768374852587,0.17238004470197021,independent,400,0,synthetic-v1,F9_default,ab28b8cf35d72adba1224d88adfbe86e39d13ce6ab49a2f4a58855b93ab6ec1e,ff4006c,0.1.0,2026-05-26T14:40:38+00:00
2021-01-20,-0.01127332929577306,0.0808111449885163,0.13234695290206994,0.10576507395198805,0.17309413313672556,independent,400,0,synthetic-v1,F9_default,ab28b8cf35d72adba1224d88adfbe86e39d13ce6ab49a2f4a58855b93ab6ec1e,ff4006c,0.1.0,2026-05-26T14:40:38+00:00
2021-01-21,-0.04310045303968747,0.08096332959770083,0.13261667569613367,0.10580722543224783,0.17338495316394947,independent,400,0,synthetic-v1,F9_default,ab28b8cf35d72adba1224d88adfbe86e39d13ce6ab49a2f4a58855b93ab6ec1e,ff4006c,0.1.0,2026-05-26T14:40:38+00:00
2021-01-22,-0.012952754919661302,0.08360574409125648,0.1388272103280545,0.10973542812739913,0.18276808543388717,independent,400,0,synthetic-v1,F9_default,ab28b8cf35d72adba1224d88adfbe86e39d13ce6ab49a2f4a58855b93ab6ec1e,ff4006c,0.1.0,2026-05-26T14:40:38+00:00
2021-01-25,-0.005034494151167545,0.08341103376674174,0.13846809453926606,0.10939385695086395,0.18216596333297652,independent,400,0,synthetic-v1,F9_default,ab28b8cf35d72adba1224d88adfbe86e39d13ce6ab49a2f4a58855b93ab6ec1e,ff4006c,0.1.0,2026-05-26T14:40:38+00:00
2021-01-26,0.02451410211445476,0.0838900393559988,0.1393970014936862,0.11014061729703555,0.1835110500475526,independent,400,0,synthetic-v1,F9_default,ab28b8cf35d72adba1224d88adfbe86e39d13ce6ab49a2f4a58855b93ab6ec1e,ff4006c,0.1.0,2026-05-26T14:40:38+00:00
2021-01-27,0.016044121198942846,0.08363841651422622,0.13932146969190046,0.10996189897109669,0.1834944983195374,independent,400,0,synthetic-v1,F9_default,ab28b8cf35d72adba1224d88adfbe86e39d13ce6ab49a2f4a58855b93ab6ec1e,ff4006c,0.1.0,2026-05-26T14:40:38+00:00
2021-01-28,0.013752128859807929,0.07809782275245483,0.12768958027148533,0.1018774763400106,0.16697524396866703,independent,400,0,synthetic-v1,F9_default,ab28b8cf35d72adba1224d88adfbe86e39d13ce6ab49a2f4a58855b93ab6ec1e,ff4006c,0.1.0,2026-05-26T14:40:38+00:00
2021-01-29,-0.004297720441399094,0.07952969036136129,0.12931044952183027,0.10401092712210473,0.16865635366076645,independent,400,0,synthetic-v1,F9_default,ab28b8cf35d72adba1224d88adfbe86e39d13ce6ab49a2f4a58855b93ab6ec1e,ff4006c,0.1.0,2026-05-26T14:40:38+00:00
2021-02-01,0.016938339474450972,0.08561695807992256,0.14322834758856062,0.1127009705627622,0.18898234401256184,independent,400,0,synthetic-v1,F9_default,ab28b8cf35d72adba1224d88adfbe86e39d13ce6ab49a2f4a58855b93ab6ec1e,ff4006c,0.1.0,2026-05-26T14:40:38+00:00
2021-02-02,0.003468413661836379,0.08423277246078718,0.1441998268410653,0.11216589828077446,0.19229423727755146,independent,400,0,synthetic-v1,F9_default,ab28b8cf35d72adba1224d88adfbe86e39d13ce6ab49a2f4a58855b93ab6ec1e,ff4006c,0.1.0,2026-05-26T14:40:38+00:00
2021-02-03,-0.002920387188609896,0.08436654362158401,0.14462959307039705,0.1125865322441301,0.19302848355880303,independent,400,0,synthetic-v1,F9_default,ab28b8cf35d72adba1224d88adfbe86e39d13ce6ab49a2f4a58855b93ab6ec1e,ff4006c,0.1.0,2026-05-26T14:40:38+00:00
2021-02-04,-0.009709601189634222,0.08430092170047583,0.1446941326894404,0.11258630263124267,0.19303194185877037,independent,400,0,synthetic-v1,F9_default,ab28b8cf35d72adba1224d88adfbe86e39d13ce6ab49a2f4a58855b93ab6ec1e,ff4006c,0.1.0,2026-05-26T14:40:38+00:00
2021-02-05,-0.04824789480849743,0.08425802199191978,0.1449441838731344,0.11284275411743114,0.19346703275796912,independent,400,0,synthetic-v1,F9_default,ab28b8cf35d72adba1224d88adfbe86e39d13ce6ab49a2f4a58855b93ab6ec1e,ff4006c,0.1.0,2026-05-26T14:40:38+00:00
2021-02-08,0.0048823265443172364,0.08411750506800625,0.14469152098093788,0.11250559098357935,0.19312643192755086,independent,400,0,synthetic-v1,F9_default,ab28b8cf35d72adba1224d88adfbe86e39d13ce6ab49a2f4a58855b93ab6ec1e,ff4006c,0.1.0,2026-05-26T14:40:38+00:00
2021-02-09,0.005023995109432176,0.07099681156067357,0.11538797227985889,0.0926289652686121,0.1505976866296653,independent,400,0,synthetic-v1,F9_default,ab28b8cf35d72adba1224d88adfbe86e39d13ce6ab49a2f4a58855b93ab6ec1e,ff4006c,0.1.0,2026-05-26T14:40:38+00:00
2021-02-10,-0.013732632937734267,0.07107113864696106,0.11590570503981718,0.0929964202016584,0.1512389544836582,independent,400,0,synthetic-v1,F9_default,ab28b8cf35d72adba1224d88adfbe86e39d13ce6ab49a2f4a58855b93ab6ec1e,ff4006c,0.1.0,2026-05-26T14:40:38+00:00
2021-02-11,0.003143801886878996,0.07134141242638399,0.11644115359518323,0.09332135098327511,0.1519512691892345,independent,400,0,synthetic-v1,F9_default,ab28b8cf35d72adba1224d88adfbe86e39d13ce6ab49a2f4a58855b93ab6ec1e,ff4006c,0.1.0,2026-05-26T14:40:38+00:00
2021-02-12,-0.016218355212155734,0.07152773440198917,0.11713844934214432,0.09366947582064242,0.1530386274219102,independent,400,0,synthetic-v1,F9_default,ab28b8cf35d72adba1224d88adfbe86e39d13ce6ab49a2f4a58855b93ab6ec1e,ff4006c,0.1.0,2026-05-26T14:40:38+00:00
2021-02-15,-0.010697004843948059,0.07146471353146511,0.11697935615052213,0.0935303334487758,0.15292000654277646,independent,400,0,synthetic-v1,F9_default,ab28b8cf35d72adba1224d88adfbe86e39d13ce6ab49a2f4a58855b93ab6ec1e,ff4006c,0.1.0,2026-05-26T14:40:38+00:00
2021-02-16,0.001919919964322518,0.07159847251650305,0.11737036545861437,0.09384053547815288,0.15346992899850248,independent,400,0,synthetic-v1,F9_default,ab28b8cf35d72adba1224d88adfbe86e39d13ce6ab49a2f4a58855b93ab6ec1e,ff4006c,0.1.0,2026-05-26T14:40:38+00:00
2021-02-17,0.020724077200352135,0.07203362102327743,0.11767901164932612,0.09423330467649316,0.15402926348212098,independent,400,0,synthetic-v1,F9_default,ab28b8cf35d72adba1224d88adfbe86e39d13ce6ab49a2f4a58855b93ab6ec1e,ff4006c,0.1.0,2026-05-26T14:40:38+00:00
2021-02-18,-0.01091362879772531,0.0709130929473952,0.11646414646929384,0.09311288901842248,0.15254114028102642,independent,400,0,synthetic-v1,F9_default,ab28b8cf35d72adba1224d88adfbe86e39d13ce6ab49a2f4a58855b93ab6ec1e,ff4006c,0.1.0,2026-05-26T14:40:38+00:00
